# u,v,w,phi,theta,psi,alpha,beta,gamma,time
8.918375731270451467e+01,0.000000000000000000e+00,-5.769581345656546567e+00,0.000000000000000000e+00,-1.191502928128096439e-01,0.000000000000000000e+00,-6.460315986389342235e-02,0.000000000000000000e+00,-5.454713294891622155e-02,2.800000000000001155e+00
8.942813189512489203e+01,0.000000000000000000e+00,-5.679758895929709617e+00,0.000000000000000000e+00,-1.238696274589171364e-01,0.000000000000000000e+00,-6.342680153192396808e-02,0.000000000000000000e+00,-6.044282592699316836e-02,2.900000000000001243e+00
8.967562314524522549e+01,0.000000000000000000e+00,-5.616642679511544500e+00,0.000000000000000000e+00,-1.287562242210815722e-01,0.000000000000000000e+00,-6.255117336949186924e-02,0.000000000000000000e+00,-6.620505085158970293e-02,3.000000000000001332e+00
8.992610359590744906e+01,0.000000000000000000e+00,-5.581078178820071400e+00,0.000000000000000000e+00,-1.338400705350287212e-01,0.000000000000000000e+00,-6.198343666066933461e-02,0.000000000000000000e+00,-7.185663387435939353e-02,3.100000000000001421e+00
9.017952146646798894e+01,0.000000000000000000e+00,-5.572706316306511809e+00,0.000000000000000000e+00,-1.391379561181043389e-01,0.000000000000000000e+00,-6.171721607703106738e-02,0.000000000000000000e+00,-7.742074004107327156e-02,3.200000000000001510e+00
9.043588694438057018e+01,0.000000000000000000e+00,-5.590128545073652866e+00,0.000000000000000000e+00,-1.446544710316728377e-01,0.000000000000000000e+00,-6.173461993657181762e-02,0.000000000000000000e+00,-8.291985109510102703e-02,3.300000000000001599e+00
9.069526140159101146e+01,0.000000000000000000e+00,-5.631093979672868066e+00,0.000000000000000000e+00,-1.503833763099597931e-01,0.000000000000000000e+00,-6.200847498433404575e-02,0.000000000000000000e+00,-8.837490132562575429e-02,3.400000000000001688e+00
9.095774880537537399e+01,0.000000000000000000e+00,-5.692698596336624561e+00,0.000000000000000000e+00,-1.563092473813492145e-01,0.000000000000000000e+00,-6.250466030654169836e-02,0.000000000000000000e+00,-9.380458707480751612e-02,3.500000000000001776e+00
9.122348831753983234e+01,0.000000000000000000e+00,-5.771587085504645387e+00,0.000000000000000000e+00,-1.624092905754132843e-01,0.000000000000000000e+00,-6.318443378673528621e-02,0.000000000000000000e+00,-9.922485678867799808e-02,3.600000000000001865e+00
9.149264711062397737e+01,0.000000000000000000e+00,-5.864148831077291568e+00,0.000000000000000000e+00,-1.686552371941319461e-01,0.000000000000000000e+00,-6.400665675808092647e-02,0.000000000000000000e+00,-1.046485804360510197e-01,3.700000000000001954e+00
9.176541268186866773e+01,0.000000000000000000e+00,-5.966700652308388086e+00,0.000000000000000000e+00,-1.750152273658687752e-01,0.000000000000000000e+00,-6.492983737975148439e-02,0.000000000000000000e+00,-1.100853899861172908e-01,3.800000000000002043e+00
9.204198431571454364e+01,0.000000000000000000e+00,-6.075650299837249690e+00,0.000000000000000000e+00,-1.814556065025845211e-01,0.000000000000000000e+00,-6.591392987806807269e-02,0.000000000000000000e+00,-1.155416766245164484e-01,3.900000000000002132e+00
9.232256373698804452e+01,0.000000000000000000e+00,-6.187636167978140200e+00,0.000000000000000000e+00,-1.879425698750487317e-01,0.000000000000000000e+00,-6.692184424588892844e-02,0.000000000000000000e+00,-1.210207256291598032e-01,4.000000000000001776e+00
9.260734533104651689e+01,0.000000000000000000e+00,-6.299640193111660125e+00,0.000000000000000000e+00,-1.944436048150190444e-01,0.000000000000000000e+00,-6.792063843068710249e-02,0.000000000000000000e+00,-1.265229663843319419e-01,4.100000000000001421e+00
9.289650653196790131e+01,0.000000000000000000e+00,-6.409072380384023937e+00,0.000000000000000000e+00,-2.009286945802216118e-01,0.000000000000000000e+00,-6.888238169475961736e-02,0.000000000000000000e+00,-1.320463128854619805e-01,4.200000000000001066e+00
9.319019907263907498e+01,0.000000000000000000e+00,-6.513826774704910783e+00,0.000000000000000000e+00,-2.073712622751510137e-01,0.000000000000000000e+00,-6.978469305302430203e-02,0.000000000000000000e+00,-1.375865692221266978e-01,4.300000000000000711e+00
9.348854175525509902e+01,0.000000000000000000e+00,-6.612309916201676074e+00,0.000000000000000000e+00,-2.137488468003752029e-01,0.000000000000000000e+00,-7.061097197995189201e-02,0.000000000000000000e+00,-1.431378748204233109e-01,4.400000000000000355e+00
9.379161526159852258e+01,0.000000000000000000e+00,-6.703443857652377602e+00,0.000000000000000000e+00,-2.200435151105973597e-01,0.000000000000000000e+00,-7.135034957345548490e-02,0.000000000000000000e+00,-1.486931655371418748e-01,4.500000000000000000e+00
9.409945931603627400e+01,0.000000000000000000e+00,-6.786646648991425224e+00,0.000000000000000000e+00,-2.262420257244054655e-01,0.000000000000000000e+00,-7.199739686525036264e-02,0.000000000000000000e+00,-1.542446288591551029e-01,4.599999999999999645e+00
9.441207228083305836e+01,0.000000000000000000e+00,-6.861793802074316773e+00,0.000000000000000000e+00,-2.323357671951463699e-01,0.000000000000000000e+00,-7.255163290793929798e-02,0.000000000000000000e+00,-1.597841342872070580e-01,4.699999999999999289e+00
9.472941304026375064e+01,0.000000000000000000e+00,-6.929164639323982300e+00,0.000000000000000000e+00,-2.383205019857447537e-01,0.000000000000000000e+00,-7.301687870385548118e-02,0.000000000000000000e+00,-1.653036232818892726e-01,4.799999999999998934e+00
9.505140484592905636e+01,0.000000000000000000e+00,-6.989377613700705538e+00,0.000000000000000000e+00,-2.441959508560572201e-01,0.000000000000000000e+00,-7.340050412504972588e-02,0.000000000000000000e+00,-1.707954467310074942e-01,4.899999999999998579e+00
9.537794066847661156e+01,0.000000000000000000e+00,-7.043318682526419572e+00,0.000000000000000000e+00,-2.499652555229646689e-01,0.000000000000000000e+00,-7.371261394167889780e-02,0.000000000000000000e+00,-1.762526415812857850e-01,4.999999999999998224e+00
9.570888953708147540e+01,0.000000000000000000e+00,-7.092066646643617744e+00,0.000000000000000000e+00,-2.556343581168395440e-01,0.000000000000000000e+00,-7.396521621813977043e-02,0.000000000000000000e+00,-1.816691418986997597e-01,5.099999999999997868e+00
9.604410334409415384e+01,0.000000000000000000e+00,-7.136819054760419334e+00,0.000000000000000000e+00,-2.612113350167035164e-01,0.000000000000000000e+00,-7.417141198022741966e-02,0.000000000000000000e+00,-1.870399230364760967e-01,5.199999999999997513e+00
9.638342363747614172e+01,0.000000000000000000e+00,-7.178821847860338501e+00,0.000000000000000000e+00,-2.667057202271437832e-01,0.000000000000000000e+00,-7.434463954957276632e-02,0.000000000000000000e+00,-1.923610806775710169e-01,5.299999999999997158e+00
9.672668800311711834e+01,0.000000000000000000e+00,-7.219305408213563702e+00,0.000000000000000000e+00,-2.721278498203980045e-01,0.000000000000000000e+00,-7.449800063561444474e-02,0.000000000000000000e+00,-1.976298491847835459e-01,5.399999999999996803e+00
9.707373573689129387e+01,0.000000000000000000e+00,-7.259429109839286021e+00,0.000000000000000000e+00,-2.774882543836246773e-01,0.000000000000000000e+00,-7.464368851474303956e-02,0.000000000000000000e+00,-2.028445658688816378e-01,5.499999999999996447e+00
9.742441260783991197e+01,0.000000000000000000e+00,-7.300235869717088377e+00,0.000000000000000000e+00,-2.827971211695452514e-01,0.000000000000000000e+00,-7.479253173729488724e-02,0.000000000000000000e+00,-2.080045894322503641e-01,5.599999999999996092e+00
9.777857460781541477e+01,0.000000000000000000e+00,-7.342617597980447108e+00,0.000000000000000000e+00,-2.880638420324068694e-01,0.000000000000000000e+00,-7.495366008504975031e-02,0.000000000000000000e+00,-2.131101819473571191e-01,5.699999999999995737e+00
9.813609066195125763e+01,0.000000000000000000e+00,-7.387291865329267182e+00,0.000000000000000000e+00,-2.932966575139899779e-01,0.000000000000000000e+00,-7.513429321945483408e-02,0.000000000000000000e+00,-2.181623642945351438e-01,5.799999999999995381e+00
9.849684433510425663e+01,0.000000000000000000e+00,-7.434789569097693729e+00,0.000000000000000000e+00,-2.985024018801166745e-01,0.000000000000000000e+00,-7.533964683754298952e-02,0.000000000000000000e+00,-2.231627550425736850e-01,5.899999999999995026e+00
9.886073461202190060e+01,0.000000000000000000e+00,-7.485452904783747030e+00,0.000000000000000000e+00,-3.036863487231213909e-01,0.000000000000000000e+00,-7.557294636577356617e-02,0.000000000000000000e+00,-2.281134023573478387e-01,5.999999999999994671e+00
9.922767585585764039e+01,0.000000000000000000e+00,-7.539442552575995826e+00,0.000000000000000000e+00,-3.088521521315463203e-01,0.000000000000000000e+00,-7.583553439923101935e-02,0.000000000000000000e+00,-2.330166177323153009e-01,6.099999999999994316e+00
9.959759706447630379e+01,0.000000000000000000e+00,-7.596752679388440121e+00,0.000000000000000000e+00,-3.140018745359113295e-01,0.000000000000000000e+00,-7.612705531039229423e-02,0.000000000000000000e+00,-2.378748192255190352e-01,6.199999999999993960e+00
9.997044055063152257e+01,0.000000000000000000e+00,-7.657232142407808695e+00,0.000000000000000000e+00,-3.191360892752470590e-01,0.000000000000000000e+00,-7.644569873196702114e-02,0.000000000000000000e+00,-2.426903905432800379e-01,6.299999999999993605e+00
1.003461601738337663e+02,0.000000000000000000e+00,-7.720610161726476406e+00,0.000000000000000000e+00,-3.242540437532543951e-01,0.000000000000000000e+00,-7.678848293666316882e-02,0.000000000000000000e+00,-2.474655608165912124e-01,6.399999999999993250e+00
1.007247192507839770e+02,0.000000000000000000e+00,-7.786524704284047971e+00,0.000000000000000000e+00,-3.293538677795084801e-01,0.000000000000000000e+00,-7.715155942268259182e-02,0.000000000000000000e+00,-2.522023083568258883e-01,6.499999999999992895e+00
1.011060882686785050e+02,0.000000000000000000e+00,-7.854551881918008682e+00,0.000000000000000000e+00,-3.344328112906709283e-01,0.000000000000000000e+00,-7.753052115819951406e-02,0.000000000000000000e+00,-2.569022901324714003e-01,6.599999999999992539e+00
1.014902425215531139e+02,0.000000000000000000e+00,-7.924234802125821986e+00,0.000000000000000000e+00,-3.394874960510345652e-01,0.000000000000000000e+00,-7.792069880119813219e-02,0.000000000000000000e+00,-2.615667972498364469e-01,6.699999999999992184e+00
1.018771597835332159e+02,0.000000000000000000e+00,-7.995110507688144352e+00,0.000000000000000000e+00,-3.445141670402748768e-01,0.000000000000000000e+00,-7.831743163133886299e-02,0.000000000000000000e+00,-2.661967354089360138e-01,6.799999999999991829e+00
1.022668181235762290e+02,0.000000000000000000e+00,-8.066733885222106437e+00,0.000000000000000000e+00,-3.495089309235713815e-01,0.000000000000000000e+00,-7.871630273438884329e-02,0.000000000000000000e+00,-2.707926281891825382e-01,6.899999999999991473e+00
1.026591939533788604e+02,0.000000000000000000e+00,-8.138697696685790461e+00,0.000000000000000000e+00,-3.544679711233360564e-01,0.000000000000000000e+00,-7.911333099105845312e-02,0.000000000000000000e+00,-2.753546401322776171e-01,6.999999999999991118e+00
1.030542603833806226e+02,0.000000000000000000e+00,-8.210648175448723052e+00,0.000000000000000000e+00,-3.593877314227348352e-01,0.000000000000000000e+00,-7.950511547114606781e-02,0.000000000000000000e+00,-2.798826159515887535e-01,7.099999999999990763e+00
1.034519859416223824e+02,0.000000000000000000e+00,-8.282295914178092744e+00,0.000000000000000000e+00,-3.642650625793845132e-01,0.000000000000000000e+00,-7.988893076540233562e-02,0.000000000000000000e+00,-2.843761318139821914e-01,7.199999999999990408e+00
1.038523336875955465e+02,0.000000000000000000e+00,-8.353422041386592056e+00,0.000000000000000000e+00,-3.690973289711965699e-01,0.000000000000000000e+00,-8.026277446708558749e-02,0.000000000000000000e+00,-2.888345545041109963e-01,7.299999999999990052e+00
1.042552607295711908e+02,0.000000000000000000e+00,-8.423879925068334273e+00,0.000000000000000000e+00,-3.738824747076620603e-01,0.000000000000000000e+00,-8.062537033416090904e-02,0.000000000000000000e+00,-2.932571043735011651e-01,7.399999999999989697e+00
1.046607181308868775e+02,0.000000000000000000e+00,-8.493592845959467397e+00,0.000000000000000000e+00,-3.786190508105582442e-01,0.000000000000000000e+00,-8.097613254174269859e-02,0.000000000000000000e+00,-2.976429182688155595e-01,7.499999999999989342e+00
1.050686511699368424e+02,0.000000000000000000e+00,-8.562548242916475871e+00,0.000000000000000000e+00,-3.833062069126583760e-01,0.000000000000000000e+00,-8.131509782313704748e-02,0.000000000000000000e+00,-3.019911090895213146e-01,7.599999999999988987e+00
1.054789999015688551e+02,0.000000000000000000e+00,-8.630789244881215794e+00,0.000000000000000000e+00,-3.879436523811581883e-01,0.000000000000000000e+00,-8.164283317701513665e-02,0.000000000000000000e+00,-3.063008192041430378e-01,7.699999999999988631e+00
1.058916999552457554e+02,0.000000000000000000e+00,-8.698404266863008161e+00,0.000000000000000000e+00,-3.925315928095525209e-01,0.000000000000000000e+00,-8.196032719619507356e-02,0.000000000000000000e+00,-3.105712656133574612e-01,7.799999999999988276e+00
1.063066834982008260e+02,0.000000000000000000e+00,-8.765515462876257047e+00,0.000000000000000000e+00,-3.970706484280423498e-01,0.000000000000000000e+00,-8.226887298355803346e-02,0.000000000000000000e+00,-3.148017754444842886e-01,7.899999999999987921e+00
1.067238802899225334e+02,0.000000000000000000e+00,-8.832266800679404284e+00,0.000000000000000000e+00,-4.015617611718844127e-01,0.000000000000000000e+00,-8.256995011703170684e-02,0.000000000000000000e+00,-3.189918110548526919e-01,7.999999999999987566e+00
1.071432187572229964e+02,0.000000000000000000e+00,-8.898812457220415695e+00,0.000000000000000000e+00,-4.060060969534584063e-01,0.000000000000000000e+00,-8.286511227879696240e-02,0.000000000000000000e+00,-3.231409846746614578e-01,8.099999999999987210e+00
1.075646270261159998e+02,0.000000000000000000e+00,-8.965306137107676321e+00,0.000000000000000000e+00,-4.104049491580169517e-01,0.000000000000000000e+00,-8.315588605543246248e-02,0.000000000000000000e+00,-3.272490631025845031e-01,8.199999999999986855e+00
1.079880338567840710e+02,0.000000000000000000e+00,-9.031891797356740526e+00,0.000000000000000000e+00,-4.147596485885093887e-01,0.000000000000000000e+00,-8.344368513293995426e-02,0.000000000000000000e+00,-3.313159634555694621e-01,8.299999999999986500e+00
1.084133694399933745e+02,0.000000000000000000e+00,-9.098696128738504640e+00,0.000000000000000000e+00,-4.190714840930885310e-01,0.000000000000000000e+00,-8.372974274154131036e-02,0.000000000000000000e+00,-3.353417413515472068e-01,8.399999999999986144e+00
1.088405660263877905e+02,0.000000000000000000e+00,-9.165823005872002938e+00,0.000000000000000000e+00,-4.233416369951076841e-01,0.000000000000000000e+00,-8.401506383384547971e-02,0.000000000000000000e+00,-3.393265731612621905e-01,8.499999999999985789e+00
1.092695583732272411e+02,0.000000000000000000e+00,-9.233349982883805041e+00,0.000000000000000000e+00,-4.275711312840766443e-01,0.000000000000000000e+00,-8.430039718235898816e-02,0.000000000000000000e+00,-3.432707341017176561e-01,8.599999999999985434e+00
1.097002840055486246e+02,0.000000000000000000e+00,-9.301326786235003752e+00,0.000000000000000000e+00,-4.317608003869721212e-01,0.000000000000000000e+00,-8.458622642275914760e-02,0.000000000000000000e+00,-3.471745739642129736e-01,8.699999999999985079e+00
1.101326832998093010e+02,0.000000000000000000e+00,-9.369775647229529270e+00,0.000000000000000000e+00,-4.359112702842048992e-01,0.000000000000000000e+00,-8.487277809827085961e-02,0.000000000000000000e+00,-3.510384921859340257e-01,8.799999999999984723e+00
1.105666994073792466e+02,0.000000000000000000e+00,-9.438693228353258746e+00,0.000000000000000000e+00,-4.400229578143673437e-01,0.000000000000000000e+00,-8.516004401276709712e-02,0.000000000000000000e+00,-3.548629138016002327e-01,8.899999999999984368e+00
1.110022780424939839e+02,0.000000000000000000e+00,-9.508053832953548223e+00,0.000000000000000000e+00,-4.440960822648654105e-01,0.000000000000000000e+00,-8.544781469463577639e-02,0.000000000000000000e+00,-3.586482675702296063e-01,8.999999999999984013e+00
1.114393671643167636e+02,0.000000000000000000e+00,-9.577813548224247242e+00,0.000000000000000000e+00,-4.481306877962232815e-01,0.000000000000000000e+00,-8.573572051311180442e-02,0.000000000000000000e+00,-3.623949672831114910e-01,9.099999999999983658e+00
1.118779165855581965e+02,0.000000000000000000e+00,-9.647914956804484632e+00,0.000000000000000000e+00,-4.521266739068935392e-01,0.000000000000000000e+00,-8.602327696228563580e-02,0.000000000000000000e+00,-3.661033969446079173e-01,9.199999999999983302e+00
1.123178775407435381e+02,0.000000000000000000e+00,-9.718292060886867034e+00,0.000000000000000000e+00,-4.560838310102403037e-01,0.000000000000000000e+00,-8.630993081150756252e-02,0.000000000000000000e+00,-3.697739001987327412e-01,9.299999999999982947e+00
1.127592022458741923e+02,0.000000000000000000e+00,-9.788875091698045594e+00,0.000000000000000000e+00,-4.600018782515501448e-01,0.000000000000000000e+00,-8.659510418060382964e-02,0.000000000000000000e+00,-3.734067740709463012e-01,9.399999999999982592e+00
1.132018434781583807e+02,0.000000000000000000e+00,-9.859594922750217094e+00,0.000000000000000000e+00,-4.638805009161159343e-01,0.000000000000000000e+00,-8.687823409336295488e-02,0.000000000000000000e+00,-3.770022668227529516e-01,9.499999999999982236e+00
1.136457542000130587e+02,0.000000000000000000e+00,-9.930386862916487090e+00,0.000000000000000000e+00,-4.677193851377502432e-01,0.000000000000000000e+00,-8.715880564835475075e-02,0.000000000000000000e+00,-3.805605794893954785e-01,9.599999999999981881e+00
1.140908872460494479e+02,0.000000000000000000e+00,-1.000119367039301110e+01,0.000000000000000000e+00,-4.715182480737332704e-01,0.000000000000000000e+00,-8.743637757664485255e-02,0.000000000000000000e+00,-3.840818704970884179e-01,9.699999999999981526e+00
1.145371950856656156e+02,0.000000000000000000e+00,-1.007196769621763366e+01,0.000000000000000000e+00,-4.752768622281968169e-01,0.000000000000000000e+00,-8.771059958766895537e-02,0.000000000000000000e+00,-3.875662626405278477e-01,9.799999999999981171e+00
1.149846296676100792e+02,0.000000000000000000e+00,-1.014267213175675586e+01,0.000000000000000000e+00,-4.789950731426971808e-01,0.000000000000000000e+00,-8.798122149819691262e-02,0.000000000000000000e+00,-3.910138516445002543e-01,9.899999999999980815e+00
1.154331423468617146e+02,0.000000000000000000e+00,-1.021328139453451023e+01,0.000000000000000000e+00,-4.826728101943804639e-01,0.000000000000000000e+00,-8.824809466215649545e-02,0.000000000000000000e+00,-3.944247155322239684e-01,9.999999999999980460e+00
1.158826838887598569e+02,0.000000000000000000e+00,-1.028378073778909041e+01,0.000000000000000000e+00,-4.863100907175383347e-01,0.000000000000000000e+00,-8.851116664617006413e-02,0.000000000000000000e+00,-3.977989240713682983e-01,1.009999999999998010e+01
1.163332045408141084e+02,0.000000000000000000e+00,-1.035416520890377079e+01,0.000000000000000000e+00,-4.899070180685372033e-01,0.000000000000000000e+00,-8.877047041071368938e-02,0.000000000000000000e+00,-4.011365476578235278e-01,1.019999999999997975e+01
1.167846541592385847e+02,0.000000000000000000e+00,-1.042443810902002710e+01,0.000000000000000000e+00,-4.934637745692841970e-01,0.000000000000000000e+00,-8.902610945240185814e-02,0.000000000000000000e+00,-4.044376651168823389e-01,1.029999999999997939e+01
1.172369823751082123e+02,0.000000000000000000e+00,-1.049460912028526849e+01,0.000000000000000000e+00,-4.969806104803770608e-01,0.000000000000000000e+00,-8.927824044003707105e-02,0.000000000000000000e+00,-4.077023700403399897e-01,1.039999999999997904e+01
1.176901387841450060e+02,0.000000000000000000e+00,-1.056469226878930634e+01,0.000000000000000000e+00,-5.004578302691659042e-01,0.000000000000000000e+00,-8.952705484428793992e-02,0.000000000000000000e+00,-4.109307754248779920e-01,1.049999999999997868e+01
1.181440731444401848e+02,0.000000000000000000e+00,-1.063470388154456536e+01,0.000000000000000000e+00,-5.038957774543627588e-01,0.000000000000000000e+00,-8.977276093295537274e-02,0.000000000000000000e+00,-4.141230165214073722e-01,1.059999999999997833e+01
1.185987355677560089e+02,0.000000000000000000e+00,-1.070466067672729871e+01,0.000000000000000000e+00,-5.072948192377503274e-01,0.000000000000000000e+00,-9.001556730018900332e-02,0.000000000000000000e+00,-4.172792519375613240e-01,1.069999999999997797e+01
1.190540766922244131e+02,0.000000000000000000e+00,-1.077457810012198181e+01,0.000000000000000000e+00,-5.106553319898465837e-01,0.000000000000000000e+00,-9.025566884106736576e-02,0.000000000000000000e+00,-4.203996631487791902e-01,1.079999999999997762e+01
1.195100478270240529e+02,0.000000000000000000e+00,-1.084446898984507790e+01,0.000000000000000000e+00,-5.139776884581830352e-01,0.000000000000000000e+00,-9.049323579613156865e-02,0.000000000000000000e+00,-4.234844526620514804e-01,1.089999999999997726e+01
1.199666010627162933e+02,0.000000000000000000e+00,-1.091434261856561250e+01,0.000000000000000000e+00,-5.172622473339594240e-01,0.000000000000000000e+00,-9.072840619668701145e-02,0.000000000000000000e+00,-4.265338411372724403e-01,1.099999999999997691e+01
1.204236893440981646e+02,0.000000000000000000e+00,-1.098420413005710827e+01,0.000000000000000000e+00,-5.205093455652383128e-01,0.000000000000000000e+00,-9.096128176184736791e-02,0.000000000000000000e+00,-4.295480638033909448e-01,1.109999999999997655e+01
