# u,v,w,phi,theta,psi,alpha,beta,gamma,time
1.400179305365261655e+02,0.000000000000000000e+00,-1.181816529302865071e+01,0.000000000000000000e+00,-4.252594025370438902e-02,0.000000000000000000e+00,-8.420507162905835341e-02,0.000000000000000000e+00,4.167913137535396439e-02,3.110000000000017195e+01
1.399781924247036784e+02,0.000000000000000000e+00,-1.181325203991299233e+01,0.000000000000000000e+00,-4.072072620373264062e-02,0.000000000000000000e+00,-8.419401173697872720e-02,0.000000000000000000e+00,4.347328553324608658e-02,3.120000000000017337e+01
1.399369011062100867e+02,0.000000000000000000e+00,-1.180814904422715905e+01,0.000000000000000000e+00,-3.891793959782218620e-02,0.000000000000000000e+00,-8.418252918066347623e-02,0.000000000000000000e+00,4.526458958284129003e-02,3.130000000000017479e+01
1.398940669744570187e+02,0.000000000000000000e+00,-1.180285752956412182e+01,0.000000000000000000e+00,-3.711769624548112018e-02,0.000000000000000000e+00,-8.417062566174483840e-02,0.000000000000000000e+00,4.705292941626371822e-02,3.140000000000017621e+01
1.398497004819014080e+02,0.000000000000000000e+00,-1.179737872411454447e+01,0.000000000000000000e+00,-3.532011124036939231e-02,0.000000000000000000e+00,-8.415830285672172562e-02,0.000000000000000000e+00,4.883819161635233330e-02,3.150000000000017764e+01
1.398038121388073591e+02,0.000000000000000000e+00,-1.179171386056213677e+01,0.000000000000000000e+00,-3.352529896205035803e-02,0.000000000000000000e+00,-8.414556241744473863e-02,0.000000000000000000e+00,5.062026345539438060e-02,3.160000000000017906e+01
1.397564125120185565e+02,0.000000000000000000e+00,-1.178586417598019587e+01,0.000000000000000000e+00,-3.173337307774664467e-02,0.000000000000000000e+00,-8.413240597159948875e-02,0.000000000000000000e+00,5.239903289385284407e-02,3.170000000000018048e+01
1.397075122237410199e+02,0.000000000000000000e+00,-1.177983091172935382e+01,0.000000000000000000e+00,-2.994444654409969889e-02,0.000000000000000000e+00,-8.411883512318876766e-02,0.000000000000000000e+00,5.417438857908907224e-02,3.180000000000018190e+01
1.396571219503362045e+02,0.000000000000000000e+00,-1.177361531335652245e+01,0.000000000000000000e+00,-2.815863160893234893e-02,0.000000000000000000e+00,-8.410485145301346832e-02,0.000000000000000000e+00,5.594621984408111592e-02,3.190000000000018332e+01
1.396052524211245327e+02,0.000000000000000000e+00,-1.176721863049503369e+01,0.000000000000000000e+00,-2.637603981301372968e-02,0.000000000000000000e+00,-8.409045651915220132e-02,0.000000000000000000e+00,5.771441670613847164e-02,3.200000000000018474e+01
1.395519144171993844e+02,0.000000000000000000e+00,-1.176064211676599314e+01,0.000000000000000000e+00,-2.459678199182587996e-02,0.000000000000000000e+00,-8.407565185744000913e-02,0.000000000000000000e+00,5.947886986561412570e-02,3.210000000000018616e+01
1.394971187702515465e+02,0.000000000000000000e+00,-1.175388702968082733e+01,0.000000000000000000e+00,-2.282096827733142569e-02,0.000000000000000000e+00,-8.406043898194583142e-02,0.000000000000000000e+00,6.123947070461440573e-02,3.220000000000018758e+01
1.394408763614041504e+02,0.000000000000000000e+00,-1.174695463054503719e+01,0.000000000000000000e+00,-2.104870809974164481e-02,0.000000000000000000e+00,-8.404481938544916542e-02,0.000000000000000000e+00,6.299611128570752061e-02,3.230000000000018900e+01
1.393831981200580117e+02,0.000000000000000000e+00,-1.173984618436315941e+01,0.000000000000000000e+00,-1.928011018928427189e-02,0.000000000000000000e+00,-8.402879453991579650e-02,0.000000000000000000e+00,6.474868435063152461e-02,3.240000000000019043e+01
1.393240950227475992e+02,0.000000000000000000e+00,-1.173256295974492502e+01,0.000000000000000000e+00,-1.751528257797040078e-02,0.000000000000000000e+00,-8.401236589697273771e-02,0.000000000000000000e+00,6.649708331900233693e-02,3.250000000000019185e+01
1.392635780920073501e+02,0.000000000000000000e+00,-1.172510622881263131e+01,0.000000000000000000e+00,-1.575433260135981894e-02,0.000000000000000000e+00,-8.399553488838240600e-02,0.000000000000000000e+00,6.824120228702258706e-02,3.260000000000019327e+01
1.392016583952486712e+02,0.000000000000000000e+00,-1.171747726710971804e+01,0.000000000000000000e+00,-1.399736690032413883e-02,0.000000000000000000e+00,-8.397830292651622952e-02,0.000000000000000000e+00,6.998093602619209763e-02,3.270000000000019469e+01
1.391383470436473715e+02,0.000000000000000000e+00,-1.170967735351054273e+01,0.000000000000000000e+00,-1.224449142280705990e-02,0.000000000000000000e+00,-8.396067140482753322e-02,0.000000000000000000e+00,7.171617998202046984e-02,3.280000000000019611e+01
1.390736551910415528e+02,0.000000000000000000e+00,-1.170170777013136565e+01,0.000000000000000000e+00,-1.049581142558110927e-02,0.000000000000000000e+00,-8.394264169832410527e-02,0.000000000000000000e+00,7.344683027274299947e-02,3.290000000000019753e+01
1.390075940328401600e+02,0.000000000000000000e+00,-1.169356980224254450e+01,0.000000000000000000e+00,-8.751431476000213691e-03,0.000000000000000000e+00,-8.392421516404016679e-02,0.000000000000000000e+00,7.517278368803995137e-02,3.300000000000019895e+01
1.389401748049419894e+02,0.000000000000000000e+00,-1.168526473818192635e+01,0.000000000000000000e+00,-7.011455453747449974e-03,0.000000000000000000e+00,-8.390539314150807781e-02,0.000000000000000000e+00,7.689393768776062177e-02,3.310000000000020037e+01
1.388714087826651848e+02,0.000000000000000000e+00,-1.167679386926944929e+01,0.000000000000000000e+00,-5.275986552577318842e-03,0.000000000000000000e+00,-8.388617695322983514e-02,0.000000000000000000e+00,7.861019040065252150e-02,3.320000000000020179e+01
1.388013072796873928e+02,0.000000000000000000e+00,-1.166815848972294667e+01,0.000000000000000000e+00,-3.545127282051890871e-03,0.000000000000000000e+00,-8.386656790514816773e-02,0.000000000000000000e+00,8.032144062309627686e-02,3.330000000000020322e+01
1.387298816469962333e+02,0.000000000000000000e+00,-1.165935989657515215e+01,0.000000000000000000e+00,-1.818979469270161006e-03,0.000000000000000000e+00,-8.384656728711771534e-02,0.000000000000000000e+00,8.202758781784755260e-02,3.340000000000020464e+01
1.386571432718504013e+02,0.000000000000000000e+00,-1.165039938959191623e+01,0.000000000000000000e+00,-9.764426058996738579e-05,0.000000000000000000e+00,-8.382617637337611005e-02,0.000000000000000000e+00,8.372853211278613594e-02,3.350000000000020606e+01
1.385831035767512560e+02,0.000000000000000000e+00,-1.164127827119160763e+01,0.000000000000000000e+00,1.618777876658182742e-03,0.000000000000000000e+00,-8.380539642301500225e-02,0.000000000000000000e+00,8.542417429967318065e-02,3.360000000000020748e+01
1.385077740184248967e+02,0.000000000000000000e+00,-1.163199784636572964e+01,0.000000000000000000e+00,3.330187152466045943e-03,0.000000000000000000e+00,-8.378422868045121152e-02,0.000000000000000000e+00,8.711441583291726354e-02,3.370000000000020890e+01
1.384311660868146134e+02,0.000000000000000000e+00,-1.162255942260073027e+01,0.000000000000000000e+00,5.036484452451977720e-03,0.000000000000000000e+00,-8.376267437589825227e-02,0.000000000000000000e+00,8.879915882835022478e-02,3.380000000000021032e+01
1.383532913040839674e+02,0.000000000000000000e+00,-1.161296430980099892e+01,0.000000000000000000e+00,6.737571336175338793e-03,0.000000000000000000e+00,-8.374073472583772049e-02,0.000000000000000000e+00,9.047830606201305581e-02,3.390000000000021174e+01
1.382741612236301307e+02,0.000000000000000000e+00,-1.160321382021307812e+01,0.000000000000000000e+00,8.433350035461634545e-03,0.000000000000000000e+00,-8.371841093349140228e-02,0.000000000000000000e+00,9.215176096895304203e-02,3.400000000000021316e+01
1.381937874291077435e+02,0.000000000000000000e+00,-1.159330926835104769e+01,0.000000000000000000e+00,1.012372345273902449e-02,0.000000000000000000e+00,-8.369570418929356270e-02,0.000000000000000000e+00,9.381942764203259066e-02,3.410000000000021458e+01
1.381121815334631435e+02,0.000000000000000000e+00,-1.158325197092311498e+01,0.000000000000000000e+00,1.180859515938689416e-02,0.000000000000000000e+00,-8.367261567136376199e-02,0.000000000000000000e+00,9.548121083075065962e-02,3.420000000000021600e+01
1.380293551779789709e+02,0.000000000000000000e+00,-1.157304324675938290e+01,0.000000000000000000e+00,1.348786939409712601e-02,0.000000000000000000e+00,-8.364914654598019916e-02,0.000000000000000000e+00,9.713701594007732865e-02,3.430000000000021743e+01
1.379453200313291461e+02,0.000000000000000000e+00,-1.156268441674080805e+01,0.000000000000000000e+00,1.516145106124873985e-02,0.000000000000000000e+00,-8.362529796805369398e-02,0.000000000000000000e+00,9.878674902930242863e-02,3.440000000000021885e+01
1.378600877886441083e+02,0.000000000000000000e+00,-1.155217680372934730e+01,0.000000000000000000e+00,1.682924572929657761e-02,0.000000000000000000e+00,-8.360107108160236278e-02,0.000000000000000000e+00,1.004303168108989369e-01,3.450000000000022027e+01
1.377736701705863425e+02,0.000000000000000000e+00,-1.154152173249927493e+01,0.000000000000000000e+00,1.849115962917467423e-02,0.000000000000000000e+00,-8.357646702022704377e-02,0.000000000000000000e+00,1.020676266494017215e-01,3.460000000000022169e+01
1.376860789224363089e+02,0.000000000000000000e+00,-1.153072052966968464e+01,0.000000000000000000e+00,2.014709965271499828e-02,0.000000000000000000e+00,-8.355148690758758268e-02,0.000000000000000000e+00,1.036985865603025775e-01,3.470000000000022311e+01
1.375973258131883767e+02,0.000000000000000000e+00,-1.151977452363816212e+01,0.000000000000000000e+00,2.179697335108220918e-02,0.000000000000000000e+00,-8.352613185787993721e-02,0.000000000000000000e+00,1.053231052089621533e-01,3.480000000000022453e+01
1.375074226346571322e+02,0.000000000000000000e+00,-1.150868504451562657e+01,0.000000000000000000e+00,2.344068893322513378e-02,0.000000000000000000e+00,-8.350040297631437791e-02,0.000000000000000000e+00,1.069410919095395152e-01,3.490000000000022595e+01
1.374163812005938041e+02,0.000000000000000000e+00,-1.149745342406234627e+01,0.000000000000000000e+00,2.507815526434557449e-02,0.000000000000000000e+00,-8.347430135959460484e-02,0.000000000000000000e+00,1.085524566239401828e-01,3.500000000000022737e+01
1.373242133458126943e+02,0.000000000000000000e+00,-1.148608099562510887e+01,0.000000000000000000e+00,2.670928186438517593e-02,0.000000000000000000e+00,-8.344782809639805787e-02,0.000000000000000000e+00,1.101571099607832338e-01,3.510000000000022879e+01
1.372309309253278968e+02,0.000000000000000000e+00,-1.147456909407555514e+01,0.000000000000000000e+00,2.833397890653097800e-02,0.000000000000000000e+00,-8.342098426785732324e-02,0.000000000000000000e+00,1.117549631743882943e-01,3.520000000000023022e+01
1.371365458134998789e+02,0.000000000000000000e+00,-1.146291905574966918e+01,0.000000000000000000e+00,2.995215721574033541e-02,0.000000000000000000e+00,-8.339377094804288626e-02,0.000000000000000000e+00,1.133459281637832217e-01,3.530000000000023164e+01
1.370410699031920672e+02,0.000000000000000000e+00,-1.145113221838841255e+01,0.000000000000000000e+00,3.156372826728589404e-02,0.000000000000000000e+00,-8.336618920444711922e-02,0.000000000000000000e+00,1.149299174717330063e-01,3.540000000000023306e+01
1.369445151049374942e+02,0.000000000000000000e+00,-1.143920992107951484e+01,0.000000000000000000e+00,3.316860418532124877e-02,0.000000000000000000e+00,-8.333824009846961534e-02,0.000000000000000000e+00,1.165068442837908641e-01,3.550000000000023448e+01
1.368468933461152801e+02,0.000000000000000000e+00,-1.142715350420039222e+01,0.000000000000000000e+00,3.476669774146802505e-02,0.000000000000000000e+00,-8.330992468590399380e-02,0.000000000000000000e+00,1.180766224273720189e-01,3.560000000000023590e+01
1.367482165701369468e+02,0.000000000000000000e+00,-1.141496430936220996e+01,0.000000000000000000e+00,3.635792235342497764e-02,0.000000000000000000e+00,-8.328124401742617589e-02,0.000000000000000000e+00,1.196391663708511466e-01,3.570000000000023732e+01
1.366484967356425670e+02,0.000000000000000000e+00,-1.140264367935508005e+01,0.000000000000000000e+00,3.794219208359984191e-02,0.000000000000000000e+00,-8.325219913908429858e-02,0.000000000000000000e+00,1.211943912226841336e-01,3.580000000000023874e+01
1.365477458157066337e+02,0.000000000000000000e+00,-1.139019295809437082e+01,0.000000000000000000e+00,3.951942163776455547e-02,0.000000000000000000e+00,-8.322279109279014098e-02,0.000000000000000000e+00,1.227422127305546895e-01,3.590000000000024016e+01
1.364459757970536771e+02,0.000000000000000000e+00,-1.137761349056814453e+01,0.000000000000000000e+00,4.108952636373460615e-02,0.000000000000000000e+00,-8.319302091681217426e-02,0.000000000000000000e+00,1.242825472805467735e-01,3.600000000000024158e+01
1.363431986792834891e+02,0.000000000000000000e+00,-1.136490662278571229e+01,0.000000000000000000e+00,4.265242225007306875e-02,0.000000000000000000e+00,-8.316288964627056857e-02,0.000000000000000000e+00,1.258153118963436512e-01,3.610000000000024301e+01
1.362394264741058691e+02,0.000000000000000000e+00,-1.135207370172728680e+01,0.000000000000000000e+00,4.420802592482010046e-02,0.000000000000000000e+00,-8.313239831363378185e-02,0.000000000000000000e+00,1.273404242384538754e-01,3.620000000000024443e+01
1.361346712045850325e+02,0.000000000000000000e+00,-1.133911607529474175e+01,0.000000000000000000e+00,4.575625465424851962e-02,0.000000000000000000e+00,-8.310154794921702226e-02,0.000000000000000000e+00,1.288578026034655488e-01,3.630000000000024585e+01
1.360289449043933416e+02,0.000000000000000000e+00,-1.132603509226346894e+01,0.000000000000000000e+00,4.729702634164615477e-02,0.000000000000000000e+00,-8.307033958168272281e-02,0.000000000000000000e+00,1.303673659233288706e-01,3.640000000000024727e+01
1.359222596170745305e+02,0.000000000000000000e+00,-1.131283210223531199e+01,0.000000000000000000e+00,4.883025952612561615e-02,0.000000000000000000e+00,-8.303877423854275075e-02,0.000000000000000000e+00,1.318690337646683530e-01,3.650000000000024869e+01
1.358146273953162222e+02,0.000000000000000000e+00,-1.129950845559259598e+01,0.000000000000000000e+00,5.035587338146223224e-02,0.000000000000000000e+00,-8.300685294666290681e-02,0.000000000000000000e+00,1.333627263281251252e-01,3.660000000000025011e+01
1.357060603002317123e+02,0.000000000000000000e+00,-1.128606550345321757e+01,0.000000000000000000e+00,5.187378771496070629e-02,0.000000000000000000e+00,-8.297457673276917300e-02,0.000000000000000000e+00,1.348483644477298793e-01,3.670000000000025153e+01
1.355965704006509611e+02,0.000000000000000000e+00,-1.127250459762681167e+01,0.000000000000000000e+00,5.338392296635129791e-02,0.000000000000000000e+00,-8.294194662395625028e-02,0.000000000000000000e+00,1.363258695903075413e-01,3.680000000000025295e+01
1.354861697724207374e+02,0.000000000000000000e+00,-1.125882709057196784e+01,0.000000000000000000e+00,5.488620020671608479e-02,0.000000000000000000e+00,-8.290896364819819175e-02,0.000000000000000000e+00,1.377951638549142765e-01,3.690000000000025437e+01
1.353748704977137720e+02,0.000000000000000000e+00,-1.124503433535450370e+01,0.000000000000000000e+00,5.638054113744607465e-02,0.000000000000000000e+00,-8.287562883486118692e-02,0.000000000000000000e+00,1.392561699723072755e-01,3.700000000000025580e+01
1.352626846643470060e+02,0.000000000000000000e+00,-1.123112768560677566e+01,0.000000000000000000e+00,5.786686808922975045e-02,0.000000000000000000e+00,-8.284194321521852478e-02,0.000000000000000000e+00,1.407088113044482891e-01,3.710000000000025722e+01
1.351496243651085933e+02,0.000000000000000000e+00,-1.121710849548803068e+01,0.000000000000000000e+00,5.934510402107378430e-02,0.000000000000000000e+00,-8.280790782296799935e-02,0.000000000000000000e+00,1.421530118440417767e-01,3.720000000000025864e+01
1.350357016970938560e+02,0.000000000000000000e+00,-1.120297811964577406e+01,0.000000000000000000e+00,6.081517251935655843e-02,0.000000000000000000e+00,-8.277352369475148020e-02,0.000000000000000000e+00,1.435886962141080248e-01,3.730000000000026006e+01
1.349209287610500212e+02,0.000000000000000000e+00,-1.118873791317816391e+01,0.000000000000000000e+00,6.227699779691516641e-02,0.000000000000000000e+00,-8.273879187067677277e-02,0.000000000000000000e+00,1.450157896675919322e-01,3.740000000000026148e+01
1.348053176607295427e+02,0.000000000000000000e+00,-1.117438923159740760e+01,0.000000000000000000e+00,6.373050469216655356e-02,0.000000000000000000e+00,-8.270371339484205997e-02,0.000000000000000000e+00,1.464342180870086274e-01,3.750000000000026290e+01
1.346888805022521183e+02,0.000000000000000000e+00,-1.115993343079415467e+01,0.000000000000000000e+00,6.517561866826346306e-02,0.000000000000000000e+00,-8.266828931586252260e-02,0.000000000000000000e+00,1.478439079841259995e-01,3.760000000000026432e+01
1.345716293934750922e+02,0.000000000000000000e+00,-1.114537186700288274e+01,0.000000000000000000e+00,6.661226581228586741e-02,0.000000000000000000e+00,-8.263252068739959655e-02,0.000000000000000000e+00,1.492447864996854778e-01,3.770000000000026574e+01
1.344535764433725262e+02,0.000000000000000000e+00,-1.113070589676826039e+01,0.000000000000000000e+00,6.804037283446853768e-02,0.000000000000000000e+00,-8.259640856869254755e-02,0.000000000000000000e+00,1.506367814031610852e-01,3.780000000000026716e+01
1.343347337614223420e+02,0.000000000000000000e+00,-1.111593687691248000e+01,0.000000000000000000e+00,6.945986706746537509e-02,0.000000000000000000e+00,-8.255995402509261338e-02,0.000000000000000000e+00,1.520198210925579885e-01,3.790000000000026859e+01
1.342151134570019906e+02,0.000000000000000000e+00,-1.110106616450354622e+01,0.000000000000000000e+00,7.087067646565120560e-02,0.000000000000000000e+00,-8.252315812859968569e-02,0.000000000000000000e+00,1.533938345942508774e-01,3.800000000000027001e+01
1.340947276387921079e+02,0.000000000000000000e+00,-1.108609511682451654e+01,0.000000000000000000e+00,7.227272960446169681e-02,0.000000000000000000e+00,-8.248602195840146201e-02,0.000000000000000000e+00,1.547587515628631727e-01,3.810000000000027143e+01
1.339735884141883275e+02,0.000000000000000000e+00,-1.107102509134367452e+01,0.000000000000000000e+00,7.366595567977198000e-02,0.000000000000000000e+00,-8.244854660141517910e-02,0.000000000000000000e+00,1.561145022811871730e-01,3.820000000000027285e+01
1.338517078887211369e+02,0.000000000000000000e+00,-1.105585744568563200e+01,0.000000000000000000e+00,7.505028450731475453e-02,0.000000000000000000e+00,-8.241073315283195533e-02,0.000000000000000000e+00,1.574610176601466960e-01,3.830000000000027427e+01
1.337290981654835775e+02,0.000000000000000000e+00,-1.104059353760334261e+01,0.000000000000000000e+00,7.642564652213831855e-02,0.000000000000000000e+00,-8.237258271666367260e-02,0.000000000000000000e+00,1.587982292388019911e-01,3.840000000000027569e+01
1.336057713445667616e+02,0.000000000000000000e+00,-1.102523472495102830e+01,0.000000000000000000e+00,7.779197277810542821e-02,0.000000000000000000e+00,-8.233409640629249515e-02,0.000000000000000000e+00,1.601260691843979234e-01,3.850000000000027711e+01
1.334817395225031191e+02,0.000000000000000000e+00,-1.100978236565797985e+01,0.000000000000000000e+00,7.914919494743336004e-02,0.000000000000000000e+00,-8.229527534502296959e-02,0.000000000000000000e+00,1.614444702924563435e-01,3.860000000000027853e+01
1.333570147917172619e+02,0.000000000000000000e+00,-1.099423781770325625e+01,0.000000000000000000e+00,8.049724532027603685e-02,0.000000000000000000e+00,-8.225612066663673394e-02,0.000000000000000000e+00,1.627533659869127569e-01,3.870000000000027995e+01
1.332316092399844081e+02,0.000000000000000000e+00,-1.097860243909122957e+01,0.000000000000000000e+00,8.183605680434868912e-02,0.000000000000000000e+00,-8.221663351594983571e-02,0.000000000000000000e+00,1.640526903202985110e-01,3.880000000000028137e+01
1.331055349498961675e+02,0.000000000000000000e+00,-1.096287758782800559e+01,0.000000000000000000e+00,8.316556292459577338e-02,0.000000000000000000e+00,-8.217681504937267289e-02,0.000000000000000000e+00,1.653423779739684463e-01,3.890000000000028280e+01
1.329788039983336887e+02,0.000000000000000000e+00,-1.094706462189867047e+01,0.000000000000000000e+00,8.448569782290271668e-02,0.000000000000000000e+00,-8.213666643547257173e-02,0.000000000000000000e+00,1.666223642583752884e-01,3.900000000000028422e+01
1.328514284559479677e+02,0.000000000000000000e+00,-1.093116489924537049e+01,0.000000000000000000e+00,8.579639625785212553e-02,0.000000000000000000e+00,-8.209618885553893186e-02,0.000000000000000000e+00,1.678925851133910574e-01,3.910000000000028564e+01
1.327234203866474047e+02,0.000000000000000000e+00,-1.091517977774620718e+01,0.000000000000000000e+00,8.709759360452511145e-02,0.000000000000000000e+00,-8.205538350415093884e-02,0.000000000000000000e+00,1.691529771086760503e-01,3.920000000000028706e+01
1.325947918470922673e+02,0.000000000000000000e+00,-1.089911061519492996e+01,0.000000000000000000e+00,8.838922585434827450e-02,0.000000000000000000e+00,-8.201425158974787188e-02,0.000000000000000000e+00,1.704034774440961464e-01,3.930000000000028848e+01
1.324655548861960881e+02,0.000000000000000000e+00,-1.088295876928142114e+01,0.000000000000000000e+00,8.967122961498696920e-02,0.000000000000000000e+00,-8.197279433520200664e-02,0.000000000000000000e+00,1.716440239501889620e-01,3.940000000000028990e+01
1.323357215446338273e+02,0.000000000000000000e+00,-1.086672559757294820e+01,0.000000000000000000e+00,9.094354211028547741e-02,0.000000000000000000e+00,-8.193101297839405772e-02,0.000000000000000000e+00,1.728745550886795490e-01,3.950000000000029132e+01
1.322053038543567993e+02,0.000000000000000000e+00,-1.085041245749617644e+01,0.000000000000000000e+00,9.220610118025467095e-02,0.000000000000000000e+00,-8.188890877279109137e-02,0.000000000000000000e+00,1.740950099530457762e-01,3.960000000000029274e+01
1.320743138381141932e+02,0.000000000000000000e+00,-1.083402070631992054e+01,0.000000000000000000e+00,9.345884528110776079e-02,0.000000000000000000e+00,-8.184648298802688071e-02,0.000000000000000000e+00,1.753053282691346415e-01,3.970000000000029416e+01
1.319427635089809598e+02,0.000000000000000000e+00,-1.081755170113863507e+01,0.000000000000000000e+00,9.470171348534463240e-02,0.000000000000000000e+00,-8.180373691048489770e-02,0.000000000000000000e+00,1.765054503958295440e-01,3.980000000000029559e+01
1.318106648698921788e+02,0.000000000000000000e+00,-1.080100679885660320e+01,0.000000000000000000e+00,9.593464548188546104e-02,0.000000000000000000e+00,-8.176067184388348397e-02,0.000000000000000000e+00,1.776953173257689311e-01,3.990000000000029701e+01
1.316780299131835932e+02,0.000000000000000000e+00,-1.078438735617283406e+01,0.000000000000000000e+00,9.715758157625407898e-02,0.000000000000000000e+00,-8.171728910986365835e-02,0.000000000000000000e+00,1.788748706861177373e-01,4.000000000000029843e+01
1.315448706201383686e+02,0.000000000000000000e+00,-1.076769472956663343e+01,0.000000000000000000e+00,9.837046269081173300e-02,0.000000000000000000e+00,-8.167359004857899230e-02,0.000000000000000000e+00,1.800440527393907253e-01,4.010000000000029985e+01
1.314111989605397355e+02,0.000000000000000000e+00,-1.075093027528383871e+01,0.000000000000000000e+00,9.957323036504167613e-02,0.000000000000000000e+00,-8.162957601928798324e-02,0.000000000000000000e+00,1.812028063843296732e-01,4.020000000000030127e+01
1.312770268922296566e+02,0.000000000000000000e+00,-1.073409534932371479e+01,0.000000000000000000e+00,1.007658267558852322e-01,0.000000000000000000e+00,-8.158524840094867614e-02,0.000000000000000000e+00,1.823510751568339083e-01,4.030000000000030269e+01
1.311423663606733214e+02,0.000000000000000000e+00,-1.071719130742645909e+01,0.000000000000000000e+00,1.019481946381298604e-01,0.000000000000000000e+00,-8.154060859281518636e-02,0.000000000000000000e+00,1.834888032309450467e-01,4.040000000000030411e+01
1.310072292985290972e+02,0.000000000000000000e+00,-1.070021950506133912e+01,0.000000000000000000e+00,1.031202774048496501e-01,0.000000000000000000e+00,-8.149565801503672047e-02,0.000000000000000000e+00,1.846159354198863567e-01,4.050000000000030553e+01
1.308716276252242494e+02,0.000000000000000000e+00,-1.068318129741541966e+01,0.000000000000000000e+00,1.042820190678989123e-01,0.000000000000000000e+00,-8.145039810925838730e-02,0.000000000000000000e+00,1.857324171771572996e-01,4.060000000000030695e+01
1.307355732465360632e+02,0.000000000000000000e+00,-1.066607803938286381e+01,0.000000000000000000e+00,1.054333642584592279e-01,0.000000000000000000e+00,-8.140483033922407685e-02,0.000000000000000000e+00,1.868381945976833047e-01,4.070000000000030838e+01
1.305990780541780794e+02,0.000000000000000000e+00,-1.064891108555480592e+01,0.000000000000000000e+00,1.065742582276405365e-01,0.000000000000000000e+00,-8.135895619138132362e-02,0.000000000000000000e+00,1.879332144190218601e-01,4.080000000000030980e+01
1.304621539253918172e+02,0.000000000000000000e+00,-1.063168179020975224e+01,0.000000000000000000e+00,1.077046468471367507e-01,0.000000000000000000e+00,-8.131277717548780759e-02,0.000000000000000000e+00,1.890174240226245583e-01,4.090000000000031122e+01
1.303248127225432995e+02,0.000000000000000000e+00,-1.061439150730452496e+01,0.000000000000000000e+00,1.088244766099363270e-01,0.000000000000000000e+00,-8.126629482521989523e-02,0.000000000000000000e+00,1.900907714351562361e-01,4.100000000000031264e+01
1.301870662927246656e+02,0.000000000000000000e+00,-1.059704159046568428e+01,0.000000000000000000e+00,1.099336946310883051e-01,0.000000000000000000e+00,-8.121951069878251273e-02,0.000000000000000000e+00,1.911532053298708178e-01,4.110000000000031406e+01
1.300489264673605874e+02,0.000000000000000000e+00,-1.057963339298146010e+01,0.000000000000000000e+00,1.110322486485242482e-01,0.000000000000000000e+00,-8.117242637952082340e-02,0.000000000000000000e+00,1.922046750280450578e-01,4.120000000000031548e+01
1.299104050618192616e+02,0.000000000000000000e+00,-1.056216826779413864e+01,0.000000000000000000e+00,1.121200870239365127e-01,0.000000000000000000e+00,-8.112504347653327896e-02,0.000000000000000000e+00,1.932451305004697917e-01,4.130000000000031690e+01
1.297715138750281199e+02,0.000000000000000000e+00,-1.054464756749289123e+01,0.000000000000000000e+00,1.131971587437133192e-01,0.000000000000000000e+00,-8.107736362528607243e-02,0.000000000000000000e+00,1.942745223689993916e-01,4.140000000000031832e+01
1.296322646890939154e+02,0.000000000000000000e+00,-1.052707264430703304e+01,0.000000000000000000e+00,1.142634134199310286e-01,0.000000000000000000e+00,-8.102938848822867357e-02,0.000000000000000000e+00,1.952928019081597022e-01,4.150000000000031974e+01
1.294926692689270453e+02,0.000000000000000000e+00,-1.050944485009969043e+01,0.000000000000000000e+00,1.153188012914039412e-01,0.000000000000000000e+00,-8.098111975541080754e-02,0.000000000000000000e+00,1.962999210468147626e-01,4.160000000000032117e+01
1.293527393618701922e+02,0.000000000000000000e+00,-1.049176553636184828e+01,0.000000000000000000e+00,1.163632732247922158e-01,0.000000000000000000e+00,-8.093255914510018301e-02,0.000000000000000000e+00,1.972958323698923988e-01,4.170000000000032259e+01
1.292124866973308599e+02,0.000000000000000000e+00,-1.047403605420675454e+01,0.000000000000000000e+00,1.173967807157680204e-01,0.000000000000000000e+00,-8.088370840440116394e-02,0.000000000000000000e+00,1.982804891201691844e-01,4.180000000000032401e+01
1.290719229864179169e+02,0.000000000000000000e+00,-1.045625775436467819e+01,0.000000000000000000e+00,1.184192758902405385e-01,0.000000000000000000e+00,-8.083456930987431566e-02,0.000000000000000000e+00,1.992538452001148541e-01,4.190000000000032543e+01
1.289310599215819764e+02,0.000000000000000000e+00,-1.043843198717797804e+01,0.000000000000000000e+00,1.194307115056399554e-01,0.000000000000000000e+00,-8.078514366815642278e-02,0.000000000000000000e+00,2.002158551737963643e-01,4.200000000000032685e+01
1.287899091762592718e+02,0.000000000000000000e+00,-1.042056010259647181e+01,0.000000000000000000e+00,1.204310409522609121e-01,0.000000000000000000e+00,-8.073543331658103450e-02,0.000000000000000000e+00,2.011664742688419327e-01,4.210000000000032827e+01
1.286484824045192568e+02,0.000000000000000000e+00,-1.040264345017307690e+01,0.000000000000000000e+00,1.214202182546656877e-01,0.000000000000000000e+00,-8.068544012379931518e-02,0.000000000000000000e+00,2.021056583784650029e-01,4.220000000000032969e+01
1.285067912407153869e+02,0.000000000000000000e+00,-1.038468337905971417e+01,0.000000000000000000e+00,1.223981980731473906e-01,0.000000000000000000e+00,-8.063516599040111699e-02,0.000000000000000000e+00,2.030333640635484937e-01,4.230000000000033111e+01
1.283648472991393135e+02,0.000000000000000000e+00,-1.036668123800342656e+01,0.000000000000000000e+00,1.233649357052535034e-01,0.000000000000000000e+00,-8.058461284953598314e-02,0.000000000000000000e+00,2.039495485547894726e-01,4.240000000000033253e+01
