# u,v,w,phi,theta,psi,alpha,beta,gamma,time
1.252011326697327860e+02,0.000000000000000000e+00,-9.926380526759443157e+00,0.000000000000000000e+00,2.574407486149530438e-02,0.000000000000000000e+00,-7.911797413589786998e-02,0.000000000000000000e+00,1.048620489973931813e-01,1.029999999999984226e+02
1.251681813121251849e+02,0.000000000000000000e+00,-9.922166366445907215e+00,0.000000000000000000e+00,2.627472945123621520e-02,0.000000000000000000e+00,-7.910525797348455512e-02,0.000000000000000000e+00,1.053799874247207669e-01,1.030999999999984169e+02
1.251348714654288301e+02,0.000000000000000000e+00,-9.917904975001061274e+00,0.000000000000000000e+00,2.680285319480376835e-02,0.000000000000000000e+00,-7.909238564506566871e-02,0.000000000000000000e+00,1.058952388398694405e-01,1.031999999999984112e+02
1.251012072782110067e+02,0.000000000000000000e+00,-9.913596865873065767e+00,0.000000000000000000e+00,2.732841088694138929e-02,0.000000000000000000e+00,-7.907935838146878949e-02,0.000000000000000000e+00,1.064077692684101822e-01,1.032999999999984055e+02
1.250671929124074637e+02,0.000000000000000000e+00,-9.909242554239199308e+00,0.000000000000000000e+00,2.785136762909795269e-02,0.000000000000000000e+00,-7.906617741924758247e-02,0.000000000000000000e+00,1.069175450483455386e-01,1.033999999999983999e+02
1.250328325429586442e+02,0.000000000000000000e+00,-9.904842556968278089e+00,0.000000000000000000e+00,2.837168883054574237e-02,0.000000000000000000e+00,-7.905284400071345419e-02,0.000000000000000000e+00,1.074245328312591896e-01,1.034999999999983942e+02
1.249981303574470246e+02,0.000000000000000000e+00,-9.900397392583208500e+00,0.000000000000000000e+00,2.888934020948611542e-02,0.000000000000000000e+00,-7.903935937396693034e-02,0.000000000000000000e+00,1.079286995834530527e-01,1.035999999999983885e+02
1.249630905557357465e+02,0.000000000000000000e+00,-9.895907581223649885e+00,0.000000000000000000e+00,2.940428779414295396e-02,0.000000000000000000e+00,-7.902572479292868657e-02,0.000000000000000000e+00,1.084300125870716336e-01,1.036999999999983828e+02
1.249277173496084288e+02,0.000000000000000000e+00,-9.891373644608806970e+00,0.000000000000000000e+00,2.991649792384403622e-02,0.000000000000000000e+00,-7.901194151737023219e-02,0.000000000000000000e+00,1.089284394412142754e-01,1.037999999999983771e+02
1.248920149624101441e+02,0.000000000000000000e+00,-9.886796106000339535e+00,0.000000000000000000e+00,3.042593725009038255e-02,0.000000000000000000e+00,-7.899801081294417771e-02,0.000000000000000000e+00,1.094239480630345568e-01,1.038999999999983714e+02
1.248559876286896895e+02,0.000000000000000000e+00,-9.882175490165376885e+00,0.000000000000000000e+00,3.093257273761371856e-02,0.000000000000000000e+00,-7.898393395121403038e-02,0.000000000000000000e+00,1.099165066888277420e-01,1.039999999999983658e+02
1.248196395938429930e+02,0.000000000000000000e+00,-9.877512323339665556e+00,0.000000000000000000e+00,3.143637166542211786e-02,0.000000000000000000e+00,-7.896971220968362903e-02,0.000000000000000000e+00,1.104060838751057538e-01,1.040999999999983601e+02
1.247829751137578000e+02,0.000000000000000000e+00,-9.872807133190814710e+00,0.000000000000000000e+00,3.193730162783391113e-02,0.000000000000000000e+00,-7.895534687182592659e-02,0.000000000000000000e+00,1.108926484996598377e-01,1.041999999999983544e+02
1.247459984544595955e+02,0.000000000000000000e+00,-9.868060448781660554e+00,0.000000000000000000e+00,3.243533053549995521e-02,0.000000000000000000e+00,-7.894083922711135626e-02,0.000000000000000000e+00,1.113761697626113045e-01,1.042999999999983487e+02
1.247087138917586771e+02,0.000000000000000000e+00,-9.863272800533742668e+00,0.000000000000000000e+00,3.293042661641434193e-02,0.000000000000000000e+00,-7.892619057103560098e-02,0.000000000000000000e+00,1.118566171874499360e-01,1.043999999999983430e+02
1.246711257108985507e+02,0.000000000000000000e+00,-9.858444720190879806e+00,0.000000000000000000e+00,3.342255841691360585e-02,0.000000000000000000e+00,-7.891140220514668291e-02,0.000000000000000000e+00,1.123339606220602888e-01,1.044999999999983373e+02
1.246332382062054762e+02,0.000000000000000000e+00,-9.853576740782861165e+00,0.000000000000000000e+00,3.391169480266453123e-02,0.000000000000000000e+00,-7.889647543707155319e-02,0.000000000000000000e+00,1.128081702397360775e-01,1.045999999999983316e+02
1.245950556807393212e+02,0.000000000000000000e+00,-9.848669396589238900e+00,0.000000000000000000e+00,3.439780495964057938e-02,0.000000000000000000e+00,-7.888141158054189084e-02,0.000000000000000000e+00,1.132792165401824702e-01,1.046999999999983260e+02
1.245565824459456081e+02,0.000000000000000000e+00,-9.843723223103220121e+00,0.000000000000000000e+00,3.488085839508702629e-02,0.000000000000000000e+00,-7.886621195541926310e-02,0.000000000000000000e+00,1.137470703505062963e-01,1.047999999999983203e+02
1.245178228213087692e+02,0.000000000000000000e+00,-9.838738756995670798e+00,0.000000000000000000e+00,3.536082493847490793e-02,0.000000000000000000e+00,-7.885087788771955042e-02,0.000000000000000000e+00,1.142117028261944583e-01,1.048999999999983146e+02
1.244787811340067236e+02,0.000000000000000000e+00,-9.833716536079203152e+00,0.000000000000000000e+00,3.583767474244371060e-02,0.000000000000000000e+00,-7.883541070963660802e-02,0.000000000000000000e+00,1.146730854520803256e-01,1.049999999999983089e+02
1.244394617185666334e+02,0.000000000000000000e+00,-9.828657099272373188e+00,0.000000000000000000e+00,3.631137828373300069e-02,0.000000000000000000e+00,-7.881981175956499774e-02,0.000000000000000000e+00,1.151311900432979984e-01,1.050999999999983032e+02
1.243998689165218963e+02,0.000000000000000000e+00,-9.823560986563967035e+00,0.000000000000000000e+00,3.678190636410292452e-02,0.000000000000000000e+00,-7.880408238212212313e-02,0.000000000000000000e+00,1.155859887462250546e-01,1.051999999999982975e+02
1.243600070760704028e+02,0.000000000000000000e+00,-9.818428738977384995e+00,0.000000000000000000e+00,3.724923011124369604e-02,0.000000000000000000e+00,-7.878822392816928200e-02,0.000000000000000000e+00,1.160374540394129850e-01,1.052999999999982919e+02
1.243198805517340304e+02,0.000000000000000000e+00,-9.813260898535114407e+00,0.000000000000000000e+00,3.771332097967405178e-02,0.000000000000000000e+00,-7.877223775483194190e-02,0.000000000000000000e+00,1.164855587345060006e-01,1.053999999999982862e+02
1.242794937040193872e+02,0.000000000000000000e+00,-9.808058008223293101e+00,0.000000000000000000e+00,3.817415075162873539e-02,0.000000000000000000e+00,-7.875612522551900252e-02,0.000000000000000000e+00,1.169302759771477379e-01,1.054999999999982805e+02
1.242388508990797362e+02,0.000000000000000000e+00,-9.802820611956363450e+00,0.000000000000000000e+00,3.863169153793504645e-02,0.000000000000000000e+00,-7.873988770994121145e-02,0.000000000000000000e+00,1.173715792478762510e-01,1.055999999999982748e+02
1.241979565083782830e+02,0.000000000000000000e+00,-9.797549254541806363e+00,0.000000000000000000e+00,3.908591577887846058e-02,0.000000000000000000e+00,-7.872352658412833104e-02,0.000000000000000000e+00,1.178094423630067916e-01,1.056999999999982691e+02
1.241568149083525441e+02,0.000000000000000000e+00,-9.792244481644967635e+00,0.000000000000000000e+00,3.953679624505734846e-02,0.000000000000000000e+00,-7.870704323044566686e-02,0.000000000000000000e+00,1.182438394755030153e-01,1.057999999999982634e+02
1.241154304800801071e+02,0.000000000000000000e+00,-9.786906839753957144e+00,0.000000000000000000e+00,3.998430603822681478e-02,0.000000000000000000e+00,-7.869043903760909731e-02,0.000000000000000000e+00,1.186747450758359190e-01,1.058999999999982577e+02
1.240738076089455291e+02,0.000000000000000000e+00,-9.781536876144635073e+00,0.000000000000000000e+00,4.042841859213166383e-02,0.000000000000000000e+00,-7.867371540069931224e-02,0.000000000000000000e+00,1.191021339928309830e-01,1.059999999999982521e+02
1.240319506843084980e+02,0.000000000000000000e+00,-9.776135138845674533e+00,0.000000000000000000e+00,4.086910767332847805e-02,0.000000000000000000e+00,-7.865687372117480258e-02,0.000000000000000000e+00,1.195259813945032806e-01,1.060999999999982464e+02
1.239898640991732464e+02,0.000000000000000000e+00,-9.770702176603702327e+00,0.000000000000000000e+00,4.130634738199685796e-02,0.000000000000000000e+00,-7.863991540688373971e-02,0.000000000000000000e+00,1.199462627888805977e-01,1.061999999999982407e+02
1.239475522498592142e+02,0.000000000000000000e+00,-9.765238538848505456e+00,0.000000000000000000e+00,4.174011215273979586e-02,0.000000000000000000e+00,-7.862284187207455033e-02,0.000000000000000000e+00,1.203629540248143392e-01,1.062999999999982350e+02
1.239050195356728779e+02,0.000000000000000000e+00,-9.759744775658321103e+00,0.000000000000000000e+00,4.217037675537316233e-02,0.000000000000000000e+00,-7.860565453740538111e-02,0.000000000000000000e+00,1.207760312927785434e-01,1.063999999999982293e+02
1.238622703585808722e+02,0.000000000000000000e+00,-9.754221437725192345e+00,0.000000000000000000e+00,4.259711629570432645e-02,0.000000000000000000e+00,-7.858835482995230048e-02,0.000000000000000000e+00,1.211854711256566269e-01,1.064999999999982236e+02
1.238193091228843485e+02,0.000000000000000000e+00,-9.748669076320386040e+00,0.000000000000000000e+00,4.302030621629988894e-02,0.000000000000000000e+00,-7.857094418321607099e-02,0.000000000000000000e+00,1.215912503995159599e-01,1.065999999999982180e+02
1.237761402348945268e+02,0.000000000000000000e+00,-9.743088243259887093e+00,0.000000000000000000e+00,4.343992229724250032e-02,0.000000000000000000e+00,-7.855342403712776977e-02,0.000000000000000000e+00,1.219933463343702701e-01,1.066999999999982123e+02
1.237327681026094695e+02,0.000000000000000000e+00,-9.737479490869953125e+00,0.000000000000000000e+00,4.385594065687672266e-02,0.000000000000000000e+00,-7.853579583805299358e-02,0.000000000000000000e+00,1.223917364949297093e-01,1.067999999999982066e+02
1.236891971353921207e+02,0.000000000000000000e+00,-9.731843371952729527e+00,0.000000000000000000e+00,4.426833775254398334e-02,0.000000000000000000e+00,-7.851806103879462040e-02,0.000000000000000000e+00,1.227863987913385968e-01,1.068999999999982009e+02
1.236454317436495387e+02,0.000000000000000000e+00,-9.726180439751923146e+00,0.000000000000000000e+00,4.467709038130648208e-02,0.000000000000000000e+00,-7.850022109859421116e-02,0.000000000000000000e+00,1.231773114799006863e-01,1.069999999999981952e+02
1.236014763385133506e+02,0.000000000000000000e+00,-9.720491247918539912e+00,0.000000000000000000e+00,4.508217568066012065e-02,0.000000000000000000e+00,-7.848227748313192642e-02,0.000000000000000000e+00,1.235644531637920540e-01,1.070999999999981895e+02
1.235573353315214575e+02,0.000000000000000000e+00,-9.714776350476679312e+00,0.000000000000000000e+00,4.548357112923634427e-02,0.000000000000000000e+00,-7.846423166452505538e-02,0.000000000000000000e+00,1.239478027937613996e-01,1.071999999999981839e+02
1.235130131343009054e+02,0.000000000000000000e+00,-9.709036301789375045e+00,0.000000000000000000e+00,4.588125454749288762e-02,0.000000000000000000e+00,-7.844608512132490719e-02,0.000000000000000000e+00,1.243273396688177879e-01,1.072999999999981782e+02
1.234685141582520060e+02,0.000000000000000000e+00,-9.703271656524496080e+00,0.000000000000000000e+00,4.627520409839334242e-02,0.000000000000000000e+00,-7.842783933851224520e-02,0.000000000000000000e+00,1.247030434369055807e-01,1.073999999999981725e+02
1.234238428142336517e+02,0.000000000000000000e+00,-9.697482969620693893e+00,0.000000000000000000e+00,4.666539828807556023e-02,0.000000000000000000e+00,-7.840949580749106973e-02,0.000000000000000000e+00,1.250748940955666300e-01,1.074999999999981668e+02
1.233790035122498523e+02,0.000000000000000000e+00,-9.691670796253404774e+00,0.000000000000000000e+00,4.705181596650875875e-02,0.000000000000000000e+00,-7.839105602608098522e-02,0.000000000000000000e+00,1.254428719925897440e-01,1.075999999999981611e+02
1.233340006611374946e+02,0.000000000000000000e+00,-9.685835691800884106e+00,0.000000000000000000e+00,4.743443632813933164e-02,0.000000000000000000e+00,-7.837252149850759686e-02,0.000000000000000000e+00,1.258069578266469146e-01,1.076999999999981554e+02
1.232888386682552380e+02,0.000000000000000000e+00,-9.679978211810306377e+00,0.000000000000000000e+00,4.781323891252525771e-02,0.000000000000000000e+00,-7.835389373539165814e-02,0.000000000000000000e+00,1.261671326479169020e-01,1.077999999999981497e+02
1.232435219391737036e+02,0.000000000000000000e+00,-9.674098911963890046e+00,0.000000000000000000e+00,4.818820360495906785e-02,0.000000000000000000e+00,-7.833517425373616450e-02,0.000000000000000000e+00,1.265233778586952185e-01,1.078999999999981441e+02
1.231980548773667721e+02,0.000000000000000000e+00,-9.668198348045070389e+00,0.000000000000000000e+00,4.855931063707927264e-02,0.000000000000000000e+00,-7.831636457691198983e-02,0.000000000000000000e+00,1.268756752139912625e-01,1.079999999999981384e+02
1.231524418839041886e+02,0.000000000000000000e+00,-9.662277075904713186e+00,0.000000000000000000e+00,4.892654058747020890e-02,0.000000000000000000e+00,-7.829746623464156619e-02,0.000000000000000000e+00,1.272240068221117681e-01,1.080999999999981327e+02
1.231066873571452192e+02,0.000000000000000000e+00,-9.656335651427363942e+00,0.000000000000000000e+00,4.928987438225018725e-02,0.000000000000000000e+00,-7.827848076298095370e-02,0.000000000000000000e+00,1.275683551452311271e-01,1.081999999999981270e+02
1.230607956924336293e+02,0.000000000000000000e+00,-9.650374630497530859e+00,0.000000000000000000e+00,4.964929329564788524e-02,0.000000000000000000e+00,-7.825940970430002308e-02,0.000000000000000000e+00,1.279087029999479153e-01,1.082999999999981213e+02
1.230147712817937702e+02,0.000000000000000000e+00,-9.644394568966003334e+00,0.000000000000000000e+00,5.000477895056687494e-02,0.000000000000000000e+00,-7.824025460726077852e-02,0.000000000000000000e+00,1.282450335578276535e-01,1.083999999999981156e+02
1.229686185136278880e+02,0.000000000000000000e+00,-9.638396022616200653e+00,0.000000000000000000e+00,5.035631331913821562e-02,0.000000000000000000e+00,-7.822101702679387647e-02,0.000000000000000000e+00,1.285773303459321060e-01,1.084999999999981100e+02
1.229223417724145975e+02,0.000000000000000000e+00,-9.632379547130554442e+00,0.000000000000000000e+00,5.070387872326099360e-02,0.000000000000000000e+00,-7.820169852407322930e-02,0.000000000000000000e+00,1.289055772473342298e-01,1.085999999999981043e+02
1.228759454384085643e+02,0.000000000000000000e+00,-9.626345698056915978e+00,0.000000000000000000e+00,5.104745783513072593e-02,0.000000000000000000e+00,-7.818230066648867993e-02,0.000000000000000000e+00,1.292297585016194128e-01,1.086999999999980986e+02
1.228294338873413096e+02,0.000000000000000000e+00,-9.620295030774986600e+00,0.000000000000000000e+00,5.138703367775551006e-02,0.000000000000000000e+00,-7.816282502761674744e-02,0.000000000000000000e+00,1.295498587053722506e-01,1.087999999999980929e+02
1.227828114901232652e+02,0.000000000000000000e+00,-9.614228100462783644e+00,0.000000000000000000e+00,5.172258962545981525e-02,0.000000000000000000e+00,-7.814327318718936044e-02,0.000000000000000000e+00,1.298658628126491688e-01,1.088999999999980872e+02
1.227360826125469373e+02,0.000000000000000000e+00,-9.608145462063122366e+00,0.000000000000000000e+00,5.205410940437581874e-02,0.000000000000000000e+00,-7.812364673106073076e-02,0.000000000000000000e+00,1.301777561354365564e-01,1.089999999999980815e+02
1.226892516149912780e+02,0.000000000000000000e+00,-9.602047670250115630e+00,0.000000000000000000e+00,5.238157709292214775e-02,0.000000000000000000e+00,-7.810394725117197900e-02,0.000000000000000000e+00,1.304855243440941337e-01,1.090999999999980759e+02
1.226423228521272080e+02,0.000000000000000000e+00,-9.595935279395703787e+00,0.000000000000000000e+00,5.270497712226990955e-02,0.000000000000000000e+00,-7.808417634551391429e-02,0.000000000000000000e+00,1.307891534677838308e-01,1.091999999999980702e+02
1.225953006726243188e+02,0.000000000000000000e+00,-9.589808843536197003e+00,0.000000000000000000e+00,5.302429427679591911e-02,0.000000000000000000e+00,-7.806433561808763522e-02,0.000000000000000000e+00,1.310886298948835682e-01,1.092999999999980645e+02
1.225481894188587404e+02,0.000000000000000000e+00,-9.583668916338831778e+00,0.000000000000000000e+00,5.333951369452293728e-02,0.000000000000000000e+00,-7.804442667886304918e-02,0.000000000000000000e+00,1.313839403733859934e-01,1.093999999999980588e+02
1.225009934266221308e+02,0.000000000000000000e+00,-9.577516051068350578e+00,0.000000000000000000e+00,5.365062086754686377e-02,0.000000000000000000e+00,-7.802445114373533774e-02,0.000000000000000000e+00,1.316750720112822015e-01,1.094999999999980531e+02
1.224537170248318887e+02,0.000000000000000000e+00,-9.571350800553588556e+00,0.000000000000000000e+00,5.395760164245065604e-02,0.000000000000000000e+00,-7.800441063447911827e-02,0.000000000000000000e+00,1.319620122769297743e-01,1.095999999999980474e+02
1.224063645352424743e+02,0.000000000000000000e+00,-9.565173717154076272e+00,0.000000000000000000e+00,5.426044222070495332e-02,0.000000000000000000e+00,-7.798430677870064887e-02,0.000000000000000000e+00,1.322447489994056091e-01,1.096999999999980417e+02
1.223589402721579376e+02,0.000000000000000000e+00,-9.558985352726654838e+00,0.000000000000000000e+00,5.455912915905514193e-02,0.000000000000000000e+00,-7.796414120978764628e-02,0.000000000000000000e+00,1.325232703688427882e-01,1.097999999999980361e+02
1.223114485421455413e+02,0.000000000000000000e+00,-9.552786258592096402e+00,0.000000000000000000e+00,5.485364936989482049e-02,0.000000000000000000e+00,-7.794391556685703604e-02,0.000000000000000000e+00,1.327975649367518496e-01,1.098999999999980304e+02
1.222638936437505635e+02,0.000000000000000000e+00,-9.546576985501735280e+00,0.000000000000000000e+00,5.514399012162542885e-02,0.000000000000000000e+00,-7.792363149470034334e-02,0.000000000000000000e+00,1.330676216163257652e-01,1.099999999999980247e+02
1.222162798672122506e+02,0.000000000000000000e+00,-9.540358083604111528e+00,0.000000000000000000e+00,5.543013903900195771e-02,0.000000000000000000e+00,-7.790329064372700230e-02,0.000000000000000000e+00,1.333334296827289600e-01,1.100999999999980190e+02
1.221686114941809507e+02,0.000000000000000000e+00,-9.534130102411610963e+00,0.000000000000000000e+00,5.571208410346453754e-02,0.000000000000000000e+00,-7.788289466990516718e-02,0.000000000000000000e+00,1.335949787733697047e-01,1.101999999999980133e+02
1.221208927974363547e+02,0.000000000000000000e+00,-9.527893590767115839e+00,0.000000000000000000e+00,5.598981365345578193e-02,0.000000000000000000e+00,-7.786244523470038648e-02,0.000000000000000000e+00,1.338522588881561615e-01,1.102999999999980076e+02
1.220731280406068748e+02,0.000000000000000000e+00,-9.521649096810662627e+00,0.000000000000000000e+00,5.626331638472368418e-02,0.000000000000000000e+00,-7.784194400501194544e-02,0.000000000000000000e+00,1.341052603897356366e-01,1.103999999999980020e+02
1.220253214778902162e+02,0.000000000000000000e+00,-9.515397167946092694e+00,0.000000000000000000e+00,5.653258135060993533e-02,0.000000000000000000e+00,-7.782139265310679399e-02,0.000000000000000000e+00,1.343539740037167363e-01,1.104999999999979963e+02
1.219774773537750860e+02,0.000000000000000000e+00,-9.509138350807715412e+00,0.000000000000000000e+00,5.679759796232346225e-02,0.000000000000000000e+00,-7.780079285655124022e-02,0.000000000000000000e+00,1.345983908188747025e-01,1.105999999999979906e+02
1.219295999027640107e+02,0.000000000000000000e+00,-9.502873191226962390e+00,0.000000000000000000e+00,5.705835598919908186e-02,0.000000000000000000e+00,-7.778014629814010428e-02,0.000000000000000000e+00,1.348385022873391792e-01,1.106999999999979849e+02
1.218816933490973327e+02,0.000000000000000000e+00,-9.496602234199048809e+00,0.000000000000000000e+00,5.731484555894097999e-02,0.000000000000000000e+00,-7.775945466582369348e-02,0.000000000000000000e+00,1.350743002247646873e-01,1.107999999999979792e+02
1.218337619064783297e+02,0.000000000000000000e+00,-9.490326023849632975e+00,0.000000000000000000e+00,5.756705715785094546e-02,0.000000000000000000e+00,-7.773871965263220996e-02,0.000000000000000000e+00,1.353057768104831693e-01,1.108999999999979735e+02
1.217858097777994999e+02,0.000000000000000000e+00,-9.484045103401468779e+00,0.000000000000000000e+00,5.781498163104111659e-02,0.000000000000000000e+00,-7.771794295659782692e-02,0.000000000000000000e+00,1.355329245876389366e-01,1.109999999999979678e+02
1.217378411548699972e+02,0.000000000000000000e+00,-9.477760015141058147e+00,0.000000000000000000e+00,5.805861018263110129e-02,0.000000000000000000e+00,-7.769712628067428073e-02,0.000000000000000000e+00,1.357557364633053820e-01,1.110999999999979622e+02
1.216898602181441618e+02,0.000000000000000000e+00,-9.471471300385305270e+00,0.000000000000000000e+00,5.829793437592920707e-02,0.000000000000000000e+00,-7.767627133265404826e-02,0.000000000000000000e+00,1.359742057085832623e-01,1.111999999999979565e+02
1.216418711364512433e+02,0.000000000000000000e+00,-9.465179499448160172e+00,0.000000000000000000e+00,5.853294613359769777e-02,0.000000000000000000e+00,-7.765537982508309567e-02,0.000000000000000000e+00,1.361883259586808004e-01,1.112999999999979508e+02
1.215938780667262904e+02,0.000000000000000000e+00,-9.458885151607258734e+00,0.000000000000000000e+00,5.876363773780178545e-02,0.000000000000000000e+00,-7.763445347517303197e-02,0.000000000000000000e+00,1.363980912129748035e-01,1.113999999999979451e+02
1.215458851537420912e+02,0.000000000000000000e+00,-9.452588795070560934e+00,0.000000000000000000e+00,5.899000183034220496e-02,0.000000000000000000e+00,-7.761349400471088955e-02,0.000000000000000000e+00,1.366034958350531014e-01,1.114999999999979394e+02
1.214978965298423788e+02,0.000000000000000000e+00,-9.446290966942981981e+00,0.000000000000000000e+00,5.921203141277119747e-02,0.000000000000000000e+00,-7.759250313996643444e-02,0.000000000000000000e+00,1.368045345527376389e-01,1.115999999999979337e+02
1.214499163146761020e+02,0.000000000000000000e+00,-9.439992203193016351e+00,0.000000000000000000e+00,5.942971984649166040e-02,0.000000000000000000e+00,-7.757148261159678426e-02,0.000000000000000000e+00,1.370012024580884447e-01,1.116999999999979281e+02
1.214019486149328912e+02,0.000000000000000000e+00,-9.433693038619356486e+00,0.000000000000000000e+00,5.964306085283926917e-02,0.000000000000000000e+00,-7.755043415454876410e-02,0.000000000000000000e+00,1.371934950073880333e-01,1.117999999999979224e+02
1.213539975240796167e+02,0.000000000000000000e+00,-9.427394006817509720e+00,0.000000000000000000e+00,5.985204851314736979e-02,0.000000000000000000e+00,-7.752935950795854236e-02,0.000000000000000000e+00,1.373814080211059052e-01,1.118999999999979167e+02
1.213060671220982130e+02,0.000000000000000000e+00,-9.421095640146397443e+00,0.000000000000000000e+00,6.005667726879446167e-02,0.000000000000000000e+00,-7.750826041504879638e-02,0.000000000000000000e+00,1.375649376838432580e-01,1.119999999999979110e+02
1.212581614752245258e+02,0.000000000000000000e+00,-9.414798469694957817e+00,0.000000000000000000e+00,6.025694192123400711e-02,0.000000000000000000e+00,-7.748713862302332445e-02,0.000000000000000000e+00,1.377440805442573246e-01,1.120999999999979053e+02
1.212102846356884243e+02,0.000000000000000000e+00,-9.408503025248739604e+00,0.000000000000000000e+00,6.045283763200640786e-02,0.000000000000000000e+00,-7.746599588295918770e-02,0.000000000000000000e+00,1.379188335149655886e-01,1.121999999999978996e+02
1.211624406414550066e+02,0.000000000000000000e+00,-9.402209835256481796e+00,0.000000000000000000e+00,6.064435992273289194e-02,0.000000000000000000e+00,-7.744483394969615964e-02,0.000000000000000000e+00,1.380891938724290446e-01,1.122999999999978940e+02
1.211146335159670002e+02,0.000000000000000000e+00,-9.395919426796700336e+00,0.000000000000000000e+00,6.083150467509111647e-02,0.000000000000000000e+00,-7.742365458172373316e-02,0.000000000000000000e+00,1.382551592568148635e-01,1.123999999999978883e+02
1.210668672678883269e+02,0.000000000000000000e+00,-9.389632325544255309e+00,0.000000000000000000e+00,6.101426813077227840e-02,0.000000000000000000e+00,-7.740245954106553250e-02,0.000000000000000000e+00,1.384167276718378248e-01,1.124999999999978826e+02
1.210191458908488329e+02,0.000000000000000000e+00,-9.383349055736919908e+00,0.000000000000000000e+00,6.119264689141949015e-02,0.000000000000000000e+00,-7.738125059316115772e-02,0.000000000000000000e+00,1.385738974845806548e-01,1.125999999999978769e+02
1.209714733631901851e+02,0.000000000000000000e+00,-9.377070140141936960e+00,0.000000000000000000e+00,6.136663791854718442e-02,0.000000000000000000e+00,-7.736002950674542022e-02,0.000000000000000000e+00,1.387266674252926046e-01,1.126999999999978712e+02
1.209238536477129600e+02,0.000000000000000000e+00,-9.370796100022575459e+00,0.000000000000000000e+00,6.153623853344140221e-02,0.000000000000000000e+00,-7.733879805372512184e-02,0.000000000000000000e+00,1.388750365871665171e-01,1.127999999999978655e+02
1.208762906914248845e+02,0.000000000000000000e+00,-9.364527455104683540e+00,0.000000000000000000e+00,6.170144641704065208e-02,0.000000000000000000e+00,-7.731755800905315557e-02,0.000000000000000000e+00,1.390190044260938007e-01,1.128999999999978598e+02
1.208287884252903268e+02,0.000000000000000000e+00,-9.358264723543227248e+00,0.000000000000000000e+00,6.186225960979713223e-02,0.000000000000000000e+00,-7.729631115060012214e-02,0.000000000000000000e+00,1.391585707603972544e-01,1.129999999999978542e+02
1.207813507639808819e+02,0.000000000000000000e+00,-9.352008421888836409e+00,0.000000000000000000e+00,6.201867651151814209e-02,0.000000000000000000e+00,-7.727505925902330985e-02,0.000000000000000000e+00,1.392937357705414381e-01,1.130999999999978485e+02
1.207339816056272639e+02,0.000000000000000000e+00,-9.345759065054338066e+00,0.000000000000000000e+00,6.217069588118739887e-02,0.000000000000000000e+00,-7.725380411763320410e-02,0.000000000000000000e+00,1.394244999988206168e-01,1.131999999999978428e+02
1.206866848315722791e+02,0.000000000000000000e+00,-9.339517166281297023e+00,0.000000000000000000e+00,6.231831683676603700e-02,0.000000000000000000e+00,-7.723254751225733239e-02,0.000000000000000000e+00,1.395508643490233625e-01,1.132999999999978371e+02
1.206394643061251060e+02,0.000000000000000000e+00,-9.333283237106543950e+00,0.000000000000000000e+00,6.246153885497308933e-02,0.000000000000000000e+00,-7.721129123110169468e-02,0.000000000000000000e+00,1.396728300860747840e-01,1.133999999999978314e+02
1.205923238763167546e+02,0.000000000000000000e+00,-9.327057787328714156e+00,0.000000000000000000e+00,6.260036177104517929e-02,0.000000000000000000e+00,-7.719003706460951519e-02,0.000000000000000000e+00,1.397903988356546945e-01,1.134999999999978257e+02
1.205452673716566778e+02,0.000000000000000000e+00,-9.320841324974773912e+00,0.000000000000000000e+00,6.273478577847522997e-02,0.000000000000000000e+00,-7.716878680531753798e-02,0.000000000000000000e+00,1.399035725837927679e-01,1.135999999999978201e+02
1.204982986038907313e+02,0.000000000000000000e+00,-9.314634356266562776e+00,0.000000000000000000e+00,6.286481142872991923e-02,0.000000000000000000e+00,-7.714754224770976887e-02,0.000000000000000000e+00,1.400123536764396881e-01,1.136999999999978144e+02
1.204514213667602576e+02,0.000000000000000000e+00,-9.308437385587327029e+00,0.000000000000000000e+00,6.299043963094569376e-02,0.000000000000000000e+00,-7.712630518806873337e-02,0.000000000000000000e+00,1.401167448190144271e-01,1.137999999999978087e+02
1.204046394357624479e+02,0.000000000000000000e+00,-9.302250915448263768e+00,0.000000000000000000e+00,6.311167165160301573e-02,0.000000000000000000e+00,-7.710507742432419487e-02,0.000000000000000000e+00,1.402167490759272106e-01,1.138999999999978030e+02
1.203579565679119696e+02,0.000000000000000000e+00,-9.296075446455063229e+00,0.000000000000000000e+00,6.322850911417873809e-02,0.000000000000000000e+00,-7.708386075589929165e-02,0.000000000000000000e+00,1.403123698700780297e-01,1.139999999999977973e+02
1.203113765015037870e+02,0.000000000000000000e+00,-9.289911477274470641e+00,0.000000000000000000e+00,6.334095399877631705e-02,0.000000000000000000e+00,-7.706265698355442562e-02,0.000000000000000000e+00,1.404036109823307288e-01,1.140999999999977916e+02
1.202649029558772895e+02,0.000000000000000000e+00,-9.283759504600840984e+00,0.000000000000000000e+00,6.344900864173352861e-02,0.000000000000000000e+00,-7.704146790922841714e-02,0.000000000000000000e+00,1.404904765509619458e-01,1.141999999999977859e+02
1.202185396311816987e+02,0.000000000000000000e+00,-9.277620023122713278e+00,0.000000000000000000e+00,6.355267573520760604e-02,0.000000000000000000e+00,-7.702029533587735621e-02,0.000000000000000000e+00,1.405729710710849623e-01,1.142999999999977803e+02
