u,v,w,p,q,r,phi,theta,psi,time
85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
84.92078587517051,0.0,0.031147356971076613,0.0,-0.02206343333093261,0.0,0.0,0.1,0.0,0.1
84.84236383777753,0.0,-0.11937425037248071,0.0,-0.041747717917163404,0.0,0.0,0.09779365666690674,0.0,0.2
84.76355071863689,0.0,-0.41878995059934704,0.0,-0.05869485991476639,0.0,0.0,0.0936188848751904,0.0,0.30000000000000004
84.68277254562801,0.0,-0.8337807199346507,0.0,-0.07270076710982346,0.0,0.0,0.08774939888371376,0.0,0.4
84.59856579171833,0.0,-1.3317784060264106,0.0,-0.08369979151813102,0.0,0.0,0.08047932217273142,0.0,0.5
84.50993842688017,0.0,-1.8820461953856484,0.0,-0.09174624716803073,0.0,0.0,0.07210934302091832,0.0,0.6
84.41657271126499,0.0,-2.456536713910403,0.0,-0.09699413467409232,0.0,0.0,0.06293471830411525,0.0,0.7
84.31887885464674,0.0,-3.0305266337749424,0.0,-0.09967617638781742,0.0,0.0,0.053235304836706014,0.0,0.7999999999999999
84.21792733374139,0.0,-3.5830337702625887,0.0,-0.10008311122040107,0.0,0.0,0.04326768719792427,0.0,0.8999999999999999
84.11529752961297,0.0,-4.097030051754741,0.0,-0.09854403064602726,0.0,0.0,0.03325937607588417,0.0,0.9999999999999999
84.01288241085898,0.0,-4.5594707375891925,0.0,-0.09540836586214464,0.0,0.0,0.02340497301128144,0.0,1.0999999999999999
83.91268504315204,0.0,-4.9611659834094715,0.0,-0.09102996711525554,0.0,0.0,0.013864136425066976,0.0,1.2
83.81663490878772,0.0,-5.296524628605007,0.0,-0.08575355555388552,0.0,0.0,0.004761139713541421,0.0,1.3
83.72644249058088,0.0,-5.56320158797583,0.0,-0.07990368118925151,0.0,0.0,-0.003814215841847131,0.0,1.4000000000000001
83.64350109920463,0.0,-5.761679552241812,0.0,-0.07377619263542917,0.0,0.0,-0.011804583960772282,0.0,1.5000000000000002
83.5688367842433,0.0,-5.894813237499429,0.0,-0.06763211904142703,0.0,0.0,-0.0191822032243152,0.0,1.6000000000000003
83.50310109756495,0.0,-5.967360742846389,0.0,-0.06169378396599578,0.0,0.0,-0.025945415128457903,0.0,1.7000000000000004
83.44659770431035,0.0,-5.985522275745925,0.0,-0.05614291477053872,0.0,0.0,-0.03211479352505748,0.0,1.8000000000000005
83.3993322083211,0.0,-5.956502100574142,0.0,-0.05112047743814463,0.0,0.0,-0.03772908500211135,0.0,1.9000000000000006
83.36107467589379,0.0,-5.888105428693347,0.0,-0.04672795223979295,0.0,0.0,-0.04284113274592581,0.0,2.0000000000000004
83.33142569133908,0.0,-5.788378315291406,0.0,-0.04302976634562383,0.0,0.0,-0.047513927969905105,0.0,2.1000000000000005
83.30987883906309,0.0,-5.665295543567681,0.0,-0.040056611245239876,0.0,0.0,-0.05181690460446749,0.0,2.2000000000000006
83.29587482305006,0.0,-5.526498951361184,0.0,-0.0378093920433074,0.0,0.0,-0.055822565728991476,0.0,2.3000000000000007
83.2888446524387,0.0,-5.379086627110708,0.0,-0.036263579380475953,0.0,0.0,-0.05960350493332221,0.0,2.400000000000001
83.28824120417475,0.0,-5.229451790523567,0.0,-0.03537376072035102,0.0,0.0,-0.06322986287136981,0.0,2.500000000000001
83.29355989321128,0.0,-5.0831689019108115,0.0,-0.035078214580756974,0.0,0.0,-0.06676723894340492,0.0,2.600000000000001
83.30435010242195,0.0,-4.9449235516488494,0.0,-0.03530335807321027,0.0,0.0,-0.07027506040148061,0.0,2.700000000000001
83.32021948256248,0.0,-4.81848192454613,0.0,-0.03596794432957983,0.0,0.0,-0.07380539620880164,0.0,2.800000000000001
83.34083330677218,0.0,-4.706695085165334,0.0,-0.03698691173292995,0.0,0.0,-0.07740219064175963,0.0,2.9000000000000012
83.36591085688737,0.0,-4.611532971537995,0.0,-0.03827481110889772,0.0,0.0,-0.08110088181505262,0.0,3.0000000000000013
83.39522043756888,0.0,-4.534142803067388,0.0,-0.039748759958908586,0.0,0.0,-0.0849283629259424,0.0,3.1000000000000014
83.42857415708113,0.0,-4.4749265911556835,0.0,-0.041330894183545956,0.0,0.0,-0.08890323892183326,0.0,3.2000000000000015
83.46582316040144,0.0,-4.433632573669506,0.0,-0.04295030728302083,0.0,0.0,-0.09303632834018785,0.0,3.3000000000000016
83.50685360825614,0.0,-4.4094556592987875,0.0,-0.044544484456667706,0.0,0.0,-0.09733135906848993,0.0,3.4000000000000017
83.5515833981789,0.0,-4.401142344889852,0.0,-0.046060254105397984,0.0,0.0,-0.1017858075141567,0.0,3.5000000000000018
83.59995943293288,0.0,-4.407096035631293,0.0,-0.047454291776391155,0.0,0.0,-0.10639183292469649,0.0,3.600000000000002
83.65195515263707,0.0,-4.425479231197263,0.0,-0.04869322146246132,0.0,0.0,-0.11113726210233561,0.0,3.700000000000002
83.70756804271463,0.0,-4.454309617227143,0.0,-0.04975336635459578,0.0,0.0,-0.11600658424858175,0.0,3.800000000000002
83.76681688667313,0.0,-4.491547698284674,0.0,-0.050620205713146425,0.0,0.0,-0.12098192088404133,0.0,3.900000000000002
83.82973862515979,0.0,-4.535174204656627,0.0,-0.05128759662561836,0.0,0.0,-0.12604394145535597,0.0,4.000000000000002
83.89638478699733,0.0,-4.583256082067174,0.0,-0.05175681928523847,0.0,0.0,-0.13117270111791782,0.0,4.100000000000001
83.96681755474724,0.0,-4.634000414182555,0.0,-0.052035502339797965,0.0,0.0,-0.13634838304644167,0.0,4.200000000000001
84.04110560334134,0.0,-4.68579611913656,0.0,-0.05213648114845713,0.0,0.0,-0.14155193328042148,0.0,4.300000000000001
84.11931989815746,0.0,-4.737243692840725,0.0,-0.05207663678912331,0.0,0.0,-0.1467655813952672,0.0,4.4
84.20152965682958,0.0,-4.787173636445098,0.0,-0.05187575772737701,0.0,0.0,-0.15197324507417953,0.0,4.5
84.28779866974028,0.0,-4.834654499130686,0.0,-0.051555459524322424,0.0,0.0,-0.15716082084691724,0.0,4.6
84.37818214321987,0.0,-4.878991689669884,0.0,-0.05113819113541859,0.0,0.0,-0.1623163667993495,0.0,4.699999999999999
84.47272418421937,0.0,-4.919718362878491,0.0,-0.05064634951193435,0.0,0.0,-0.16743018591289135,0.0,4.799999999999999
84.57145599316532,0.0,-4.9565797745269595,0.0,-0.05010151759797634,0.0,0.0,-0.1724948208640848,0.0,4.899999999999999
84.67439477965162,0.0,-4.989512526627281,0.0,-0.049523834612732257,0.0,0.0,-0.17750497262388243,0.0,4.999999999999998
84.78154336899455,0.0,-5.018620101699244,0.0,-0.04893150186943885,0.0,0.0,-0.18245735608515565,0.0,5.099999999999998
84.89289043016063,0.0,-5.044146017843651,0.0,-0.04834042241695302,0.0,0.0,-0.18735050627209954,0.0,5.1999999999999975
85.00841122909738,0.0,-5.066445834703675,0.0,-0.04776396856462913,0.0,0.0,-0.19218454851379485,0.0,5.299999999999997
85.12806879639083,0.0,-5.085959112074371,0.0,-0.047212867899299994,0.0,0.0,-0.19696094537025777,0.0,5.399999999999997
85.25181539352972,0.0,-5.103182276016528,0.0,-0.04669519572708394,0.0,0.0,-0.20168223216018777,0.0,5.4999999999999964
85.37959416610249,0.0,-5.1186431892144695,0.0,-0.04621645994991268,0.0,0.0,-0.20635175173289616,0.0,5.599999999999996
85.51134088276935,0.0,-5.1328780595936,0.0,-0.045779763174374245,0.0,0.0,-0.21097339772788742,0.0,5.699999999999996
85.6469856735143,0.0,-5.146411159646184,0.0,-0.04538602629049231,0.0,0.0,-0.21555137404532485,0.0,5.799999999999995
85.78645469735046,0.0,-5.159737673394705,0.0,-0.04503425778093093,0.0,0.0,-0.22008997667437408,0.0,5.899999999999995
85.92967168654778,0.0,-5.173309842475738,0.0,-0.04472185354971909,0.0,0.0,-0.22459340245246717,0.0,5.999999999999995
86.0765593302593,0.0,-5.187526450637366,0.0,-0.044444913012376554,0.0,0.0,-0.22906558780743907,0.0,6.099999999999994
86.2270404743027,0.0,-5.202725569393902,0.0,-0.04419855848299751,0.0,0.0,-0.23351007910867674,0.0,6.199999999999994
86.38103912540254,0.0,-5.219180388306453,0.0,-0.04397724644569732,0.0,0.0,-0.2379299349569765,0.0,6.299999999999994
86.53848125736475,0.0,-5.237097872294556,0.0,-0.04377506102772,0.0,0.0,-0.24232765960154623,0.0,6.399999999999993
86.69929542363265,0.0,-5.256619925834114,0.0,-0.04358598182360449,0.0,0.0,-0.24670516570431822,0.0,6.499999999999993
86.86341318580561,0.0,-5.277826699588777,0.0,-0.04340412008405125,0.0,0.0,-0.25106376388667867,0.0,6.5999999999999925
87.03076937138026,0.0,-5.30074164817924,0.0,-0.043223919116454214,0.0,0.0,-0.2554041758950838,0.0,6.699999999999992
87.20130217657541,0.0,-5.325337937208256,0.0,-0.043040316491394545,0.0,0.0,-0.2597265678067292,0.0,6.799999999999992
87.37495313193469,0.0,-5.351545801761905,0.0,-0.042848867264392014,0.0,0.0,-0.26403059945586865,0.0,6.8999999999999915
87.5516669496837,0.0,-5.379260475554677,0.0,-0.04264582886773989,0.0,0.0,-0.2683154861823078,0.0,6.999999999999991
87.73139127268092,0.0,-5.40835033763381,0.0,-0.04242820957557212,0.0,0.0,-0.27258006906908183,0.0,7.099999999999991
87.91407634528977,0.0,-5.43866495994467,0.0,-0.04219378347800812,0.0,0.0,-0.27682289002663907,0.0,7.19999999999999
88.09967462660903,0.0,-5.470042781879771,0.0,-0.04194107570784378,0.0,0.0,-0.2810422683744399,0.0,7.29999999999999
88.28814036619045,0.0,-5.502318185015993,0.0,-0.0416693222447379,0.0,0.0,-0.2852363759452243,0.0,7.39999999999999
88.47942916160738,0.0,-5.5353277905107845,0.0,-0.04137840898368347,0.0,0.0,-0.28940330816969806,0.0,7.499999999999989
88.67349751599144,0.0,-5.568915851155858,0.0,-0.04106879490984398,0.0,0.0,-0.2935411490680664,0.0,7.599999999999989
88.87030241193088,0.0,-5.602938658154121,0.0,-0.040741424189147585,0.0,0.0,-0.29764802855905076,0.0,7.699999999999989
89.06980091596908,0.0,-5.6372679278086775,0.0,-0.04039763178623016,0.0,0.0,-0.3017221709779655,0.0,7.799999999999988
89.27194982542999,0.0,-5.671793174270555,0.0,-0.04003904688433917,0.0,0.0,-0.30576193415658853,0.0,7.899999999999988
89.47670536653918,0.0,-5.706423110340254,0.0,-0.03966749793346542,0.0,0.0,-0.30976583884502246,0.0,7.999999999999988
89.68402294992964,0.0,-5.741086148392947,0.0,-0.03928492262179888,0.0,0.0,-0.313732588638369,0.0,8.099999999999987
89.8938569867535,0.0,-5.775730097406626,0.0,-0.038893285479828905,0.0,0.0,-0.3176610809005489,0.0,8.199999999999987
90.10616076589442,0.0,-5.810321169682335,0.0,-0.03849450521299706,0.0,0.0,-0.3215504094485318,0.0,8.299999999999986
90.3208863903021,0.0,-5.844842422255726,0.0,-0.03809039324269572,0.0,0.0,-0.3253998599698315,0.0,8.399999999999986
90.53798476834233,0.0,-5.87929176351507,0.0,-0.03768260433884118,0.0,0.0,-0.3292088992941011,0.0,8.499999999999986
90.7574056543344,0.0,-5.91367965564098,0.0,-0.03727259966934333,0.0,0.0,-0.3329771597279852,0.0,8.599999999999985
90.97909773117006,0.0,-5.9480266387839125,0.0,-0.03686162208817336,0.0,0.0,-0.33670441969491954,0.0,8.699999999999985
91.20300872707685,0.0,-5.982360794115047,0.0,-0.03645068304638908,0.0,0.0,-0.3403905819037369,0.0,8.799999999999985
91.42908555819093,0.0,-6.01671525080854,0.0,-0.03604056014773207,0.0,0.0,-0.3440356502083758,0.0,8.899999999999984
91.65727448859886,0.0,-6.051125827454143,0.0,-0.035631804087011644,0.0,0.0,-0.347639706223149,0.0,8.999999999999984
91.88752129984604,0.0,-6.085628882174497,0.0,-0.03522475350682332,0.0,0.0,-0.3512028866318502,0.0,9.099999999999984
92.11977146252987,0.0,-6.1202594286177945,0.0,-0.03481955618453853,0.0,0.0,-0.3547253619825325,0.0,9.199999999999983
92.35397030343385,0.0,-6.155049557747686,0.0,-0.03441619491259053,0.0,0.0,-0.3582073176009864,0.0,9.299999999999983
92.59006316265227,0.0,-6.190027188617569,0.0,-0.03401451645425201,0.0,0.0,-0.36164893709224544,0.0,9.399999999999983
92.8279955362407,0.0,-6.225215155665726,0.0,-0.033614262035955376,0.0,0.0,-0.36505038873767065,0.0,9.499999999999982
93.06771320105247,0.0,-6.260630625969587,0.0,-0.03321509796603808,0.0,0.0,-0.3684118149412662,0.0,9.599999999999982
93.30916231953435,0.0,-6.296284827712574,0.0,-0.032816645138080365,0.0,0.0,-0.37173332473786996,0.0,9.699999999999982
